Isolate location	Isolate location category	Mapped Ontology Term IRI	Mapped Ontology Term Label
Brazil: Monte Alegre do Piaui	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Marilia, Sao Paulo	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Barcelos, Amazonas	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Sao Joao da Boa Vista, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Rio Branco, AC	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Venezuela: Caracas	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
India:Rajasthan:Bikaner	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Cote d'Ivoire:Daloa	Ivory Coast	http://purl.obolibrary.org/obo/GAZ_00000906	Cote d'Ivoire
Czech Republic: South Moravia	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Brazil: Itapetininga, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
USA: Lincoln, NE	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Guatemala: Chichicastenango	Guatemala	http://purl.obolibrary.org/obo/GAZ_00002936	Guatemala
USA: Minnetonka, MN	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Sudan:Eastern Sudan	Sudan	http://purl.obolibrary.org/obo/GAZ_00000560	Sudan
Ethiopia:Northwest Ethiopia	Ethiopia	http://purl.obolibrary.org/obo/GAZ_00000567	Ethiopia
Ethiopia: Omo-Valley	Ethiopia	http://purl.obolibrary.org/obo/GAZ_00000567	Ethiopia
Iran: Khuzestan, Susangerd	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
India:Bihar	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Iran: Dehloran	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Ghasre Shirin, Nasr Abad District, Kermanshah Province	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Thailand: Phang-nga	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Brazil: Carajas	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Guatemala: Alta Verapaz	Guatemala	http://purl.obolibrary.org/obo/GAZ_00002936	Guatemala
Guatemala: Jalapa	Guatemala	http://purl.obolibrary.org/obo/GAZ_00002936	Guatemala
Venezuela: Dto Capital	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
Colombia: Bajo Calima	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Chile: Cuncumen	Chile	http://purl.obolibrary.org/obo/GAZ_00002825	Chile
Zambia: Luangwa Valley	Zambia	http://purl.obolibrary.org/obo/GAZ_00001107	Zambia
Cote d'Ivoire: Daloa	Ivory Coast	http://purl.obolibrary.org/obo/GAZ_00000906	Cote d'Ivoire
Russia: Kaliningrad region, West Russia	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: Leningrad region, North-West Russia	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
China: Sichuan Province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Peru: Department of La Libertad, Nambuque	Peru	http://purl.obolibrary.org/obo/GAZ_00002932	Peru
Czech Republic:Prague	Czech Republic	http://purl.obolibrary.org/obo/GAZ_00002954	Czech Republic
Venezuela: San Fernando, Apure	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
Brazil: Pantanal, MS	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Tanzania:Msubugwe	Tanzania	http://purl.obolibrary.org/obo/GAZ_00001103	Tanzania
Brazil: Piedade, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Taguatinga	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Tocantins	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Chile: fourth region	Chile	http://purl.obolibrary.org/obo/GAZ_00002825	Chile
Brazil: Rio Negro, AM	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Colombia: Boyaca	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Brazil:Rondonia	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Marajo Island, PA	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Sao Paulo,SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Araraquara,SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Thailand: Lad Kra Bang, Bangkok	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Thailand: Lad Krabang, Bangkok	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Zambia:Luangwa Valley	Zambia	http://purl.obolibrary.org/obo/GAZ_00001107	Zambia
USA: Ocochobee, FL	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Minneapolis, MN	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Russia: North-West	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
China: Inner Mongolia	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Sudan:Sennar	Sudan	http://purl.obolibrary.org/obo/GAZ_00000560	Sudan
Sudan: Eastern Sudan, Gedaref	Sudan	http://purl.obolibrary.org/obo/GAZ_00000560	Sudan
Nepal: Sarlahi	Nepal	http://purl.obolibrary.org/obo/GAZ_00004399	Nepal
Iran: Khuzestan, Hoveyzeh	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Khuzestan, Hendijan	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
China: Jiangsu province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Brazil: Alto do Rio Negro, AM	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Argentina: rural area of Santiago del Estero	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Panama: Panama Canal Zone, Bohio	Panama	http://purl.obolibrary.org/obo/GAZ_00002892	Panama
Panama: Panama Canal Zone, Guanabano	Panama	http://purl.obolibrary.org/obo/GAZ_00002892	Panama
Mexico: Morelos	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Venezuela: Lara	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
Mexico: Queretaro	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Mexico: Baja California Sur	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Mexico: Oaxaca	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
USA: Florida	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Brazil: Bahia	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Peru: Vitor	Peru	http://purl.obolibrary.org/obo/GAZ_00002932	Peru
Paraguay: San Pedro	Paraguay	http://purl.obolibrary.org/obo/GAZ_00002933	Paraguay
Bolivia: Santa Cruz	Bolivia	http://purl.obolibrary.org/obo/GAZ_00002511	Bolivia
Brazil: Confresa, MT	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Guinea-Bissau: Buba, Cufada	Guinea-Bissau	http://purl.obolibrary.org/obo/GAZ_00000910	Guinea-Bissau
China: Shandong Province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Tanzania: Serengeti National Park	Tanzania	http://purl.obolibrary.org/obo/GAZ_00001103	Tanzania
Venezuela: San Felipe, Yaracuy	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
Brazil: Indaiatuba, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil:Northeast - Catole	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Zambia: Lumimba Game Management Area	Zambia	http://purl.obolibrary.org/obo/GAZ_00001107	Zambia
Brazil: Florianopolis, Santa Catarina	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Posse	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Ituiutaba	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Amazon, Coari	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Colombia: Antioquia	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Brazil: Barcelos, AM	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Braganca, PA	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Colombia: Cesar	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Brazil: Ribeirao Cascalheira	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Colombia: Casanare	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Uganda:Busoga	Uganda	http://purl.obolibrary.org/obo/GAZ_00001102	Uganda
Zambia: Munyamadzi Game Management Area	Zambia	http://purl.obolibrary.org/obo/GAZ_00001107	Zambia
India:Himachal Pradesh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Nepal: Bara	Nepal	http://purl.obolibrary.org/obo/GAZ_00004399	Nepal
Iran:Kashan	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Khuzestan, Ahvaz	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Kermanshah	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran:Esfahan	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Ghasre Shirin, Kermanshah Province	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Damghan	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Cyprus:Limassol	Cyprus	http://purl.obolibrary.org/obo/GAZ_00004007	Republic of Cyprus
Iran:Sarakhs	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Guatemala: Santa Rosa	Guatemala	http://purl.obolibrary.org/obo/GAZ_00002936	Guatemala
Bolivia: Beni	Bolivia	http://purl.obolibrary.org/obo/GAZ_00002511	Bolivia
Venezuela: Portuguesa	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
Honduras: Tegucigalpa	Honduras	http://purl.obolibrary.org/obo/GAZ_00002894	Honduras
Brazil: Belem	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Chile: Tulahuen	Chile	http://purl.obolibrary.org/obo/GAZ_00002825	Chile
Nigeria: Nsukka	Nigeria	http://purl.obolibrary.org/obo/GAZ_00000912	Nigeria
Chile:Tulahuen	Chile	http://purl.obolibrary.org/obo/GAZ_00002825	Chile
China: Jiangsu Province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Brazil: Piaui State	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Venezuela: El Baul, Cojedes	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
Brazil: Eldorado, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Thailand: Buriram, Thai	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Venezuela: Merida, Merida	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
USA: Pennsylvania	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Brazil: Porto Alegre, RS	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Aracatuba, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Mozambique: Tete	Mozambique	http://purl.obolibrary.org/obo/GAZ_00001100	Mozambique
Brazil: Pernambuco state	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Biritiba Mirim, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Adrianopolis, Parana	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Sao Desiderio	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Campo Limpo, GO	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Itacoatiara, Amazonas	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Colombia: San Agustin, Huila	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Brazil: Amazon, Monte Arabe	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Manaus, AM	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Acre	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Amazon, Careiro da Varzea	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Thailand: Khai Bang Rachan, Sing Buri	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Tanzania:Mivumoni	Tanzania	http://purl.obolibrary.org/obo/GAZ_00001103	Tanzania
Thailand: Samut Prakan	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Brazil: Bastos, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
China: Gansu	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Shandong	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Sudan: Eastern Sudan, Gedaref State	Sudan	http://purl.obolibrary.org/obo/GAZ_00000560	Sudan
USSR	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
China: Sichuan province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Xinjiang Uygar Autonomous Region	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Mexico: Michoacan	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Colombia: Guadual	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Bolivia: Cochabamba	Bolivia	http://purl.obolibrary.org/obo/GAZ_00002511	Bolivia
Bolivia: La Paz	Bolivia	http://purl.obolibrary.org/obo/GAZ_00002511	Bolivia
Mexico: Veracruz	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Paraguay: Boqueron	Paraguay	http://purl.obolibrary.org/obo/GAZ_00002933	Paraguay
Colombia: Carimaga	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Bolivia: Alto Beni	Bolivia	http://purl.obolibrary.org/obo/GAZ_00002511	Bolivia
Paraguay: Paraguari	Paraguay	http://purl.obolibrary.org/obo/GAZ_00002933	Paraguay
Chile: Francia	Chile	http://purl.obolibrary.org/obo/GAZ_00002825	Chile
Tanzania: Serengeti	Tanzania	http://purl.obolibrary.org/obo/GAZ_00001103	Tanzania
China: Xinjiang Uygur Autonomous Region	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Spain:Badalona	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Brazil: Amazon basin	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Japan: Aomori, Takko	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Brazil: PR	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Registro, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Zambia: Musalangu Game Management Area	Zambia	http://purl.obolibrary.org/obo/GAZ_00001107	Zambia
Brazil: Pocone, MT	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Mozambique: Maputo	Mozambique	http://purl.obolibrary.org/obo/GAZ_00001100	Mozambique
Mozambique: Sofala	Mozambique	http://purl.obolibrary.org/obo/GAZ_00001100	Mozambique
Brazil: Pantanal	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Catole da Rocha, RN	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
United Kingdom:Wytham	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
Brazil: Buritizal	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Sao Bernardo do Campo, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Mozambique: Marromeu	Mozambique	http://purl.obolibrary.org/obo/GAZ_00001100	Mozambique
Brazil: Campo Limpo, Goias	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Juquitiba, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Amazon, Santa Isabel do Rio Negro	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Itacoatiara, PA	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Rio Grande do Norte	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Goias	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Tapirape Aquiriri, PA	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Tocantins, TO	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Ilha Bela,SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
India: Maharashtra, Raigad	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Zambia:Luangwa valley	Zambia	http://purl.obolibrary.org/obo/GAZ_00001107	Zambia
Russia: Elista (Kalmykia)	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Spain:Mallorca	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
China: Wenchuan	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Iran: Kashan	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Khuzestan, Ramhormoz	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Cyprus:Paphos	Cyprus	http://purl.obolibrary.org/obo/GAZ_00004007	Republic of Cyprus
China: Peking	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Thailand: Satun	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Thailand: Trang	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Panama: Panama Canal Zone, Leon	Panama	http://purl.obolibrary.org/obo/GAZ_00002892	Panama
Venezuela: Merida	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
Bolivia: Cotopachi	Bolivia	http://purl.obolibrary.org/obo/GAZ_00002511	Bolivia
Paraguay: Pr. Hayes	Paraguay	http://purl.obolibrary.org/obo/GAZ_00002933	Paraguay
Chile: Region IV	Chile	http://purl.obolibrary.org/obo/GAZ_00002825	Chile
Venezuela: Guarico	Venezuela	http://purl.obolibrary.org/obo/GAZ_00002931	Venezuela
Brazil: Rio Gr. do Sul	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Chile: Limari	Chile	http://purl.obolibrary.org/obo/GAZ_00002825	Chile
Brazil: Confesa, MT	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Rio de Janeiro	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Russia: Pskov region, North-West Russia	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Tanzania: Grumeti Game Reserve	Tanzania	http://purl.obolibrary.org/obo/GAZ_00001103	Tanzania
Peru:Department of La Libertad, Pedregual	Peru	http://purl.obolibrary.org/obo/GAZ_00002932	Peru
Peru:Department of La Libertad, Nambuque	Peru	http://purl.obolibrary.org/obo/GAZ_00002932	Peru
Brazil: Pariqueracu, SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Bujaru, PA	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Sao Mamede, PB	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Pariquera	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Croatia: Goljak	Croatia	http://purl.obolibrary.org/obo/GAZ_00002719	Croatia
Tanzania:Tarangire	Tanzania	http://purl.obolibrary.org/obo/GAZ_00001103	Tanzania
Brazil: Belem, Para	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: RO	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Japan:Kagoshima	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Tanzania:Tanga	Tanzania	http://purl.obolibrary.org/obo/GAZ_00001103	Tanzania
Brazil: Miranda, Mato Grosso do Sul	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Mozambique: Chupanga	Mozambique	http://purl.obolibrary.org/obo/GAZ_00001100	Mozambique
Brazil: Araguaina	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Palmas	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Amapa	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Colombia: Tolima	Colombia	http://purl.obolibrary.org/obo/GAZ_00002929	Colombia
Brazil: Bonito, Mato Grosso do Sul	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Eldorado,SP	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil: Ananindeua, PA	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Egypt: Cairo	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Kenya:Muhaka forest, Ukunda	Kenya	http://purl.obolibrary.org/obo/GAZ_00001101	Kenya
Brazil: Pantanal, MT	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Kenya:Alego	Kenya	http://purl.obolibrary.org/obo/GAZ_00001101	Kenya
Zambia:Kasyasya	Zambia	http://purl.obolibrary.org/obo/GAZ_00001107	Zambia
Russia: Leningrad Oblast	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Iran: Khorasan	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Brazil:Acre	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Brazil:Amazonas	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Sudan: Algadarif	Sudan	http://purl.obolibrary.org/obo/GAZ_00000560	Sudan
Antarctica	antarctica	http://purl.obolibrary.org/obo/GAZ_00000462	Antarctica
Australia:Kangoroo island	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia:Western Australia	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Brazil: Porto Alegre	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
China: Changchun	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
