IRI,label,variable,dataFile,displayOrder,definition,repeated,is_temporal,mergeKey,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMax,defaultBinWidth,forceStringType
ENVO_00000009,Country,HMPWgs.txt::country,HMPWgs.txt,"","","","","","","","","","","","","",""
ENVO_01000739,Habitat,HMPWgs.txt::env_feature,HMPWgs.txt,"","","","","",ENVO_00002297,"","","","","","","",""
OBI_0001169,Age,HMPWgs.txt::Age (years),HMPWgs.txt,"","","","","","",years,http://purl.obolibrary.org/obo/UO_0000036,"","","","","",""
OBI_0003071,Subject ID,HMPWgs.txt::subject_id,HMPWgs.txt,"","","","","","","","","",everywhere,"","","",yes
PATO_0000047,Sex,HMPWgs.txt::Sex,HMPWgs.txt,"","","","","","","","","","","","","",""
UBERON_0000061,Host body site,HMPWgs.txt::body_site,HMPWgs.txt,"","","","","","","","","","","","","",""
UBERON_0000463,Host body product,HMPWgs.txt::body_product,HMPWgs.txt,"","","","","","","","","","","","","",""
UBERON_0000466,Host body habitat,HMPWgs.txt::body_habitat,HMPWgs.txt,"","","","","","","","","","","","","",""
OBI_0100051,Sample type,HMPWgs.txt::sample_type,HMPWgs.txt,"","","","","","","","","","","","","",""
