file,category,id
diar_dh,observation,pid+svy
diar_dh,participant,pid
diar_dh,household,hhid2
diar_dh,community,dataid
anthro_dh,observation,pid+svy
anthro_dh,participant,pid
anthro_dh,household,hhid2
anthro_dh,community,dataid
uptake_dh,household,hhid2
uptake_dh,hhObs,hhid2+svy
uptake_dh,community,dataid
uptake_dh,communityObs,dataid+svy
enrol_dh2,household,hhid2
enrol_dh2,hhObs,hhid2+svy
enrol_dh2,community,dataid
enrol_dh2,communityObs,dataid+svy
