file,uniqueVar,dataSet,variable,values,mappedTerms,valueOrder,dataFile,variable_dataFile,boolean,notes
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.86y,WWARN_ACT,included.or.excluded_pfmdr1.86y,"c("""", """")",Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.86Y,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.184f,WWARN_ACT,included.or.excluded_pfmdr1.184f,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfmdr1.184F,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.184f,WWARN_ACT,included.or.excluded_pfmdr1.184f,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.184F,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.76t,WWARN_ACT,included.or.excluded_pfcrt.76t,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfcrt.76T,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.76t,WWARN_ACT,included.or.excluded_pfcrt.76t,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.76T,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.1246y,WWARN_ACT,included.or.excluded_pfmdr1.1246y,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfmdr1.1246Y,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.1246y,WWARN_ACT,included.or.excluded_pfmdr1.1246y,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.1246Y,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.copy.number..1,WWARN_ACT,included.or.excluded_pfmdr1.copy.number..1,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.copy.number..1,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.copy.number..1,WWARN_ACT,included.or.excluded_pfmdr1.copy.number..1,"c("""", """")",Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.copy.number..1,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.copy.number..1,WWARN_ACT,included.or.excluded_pfmdr1.copy.number..1,"c("""", """", """")",Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.copy.number..1,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.nfsnd,WWARN_ACT,included.or.excluded_pfmdr1.nfsnd,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfmdr1.NFSND,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.76k.t,WWARN_ACT,included.or.excluded_pfcrt.76k.t,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfcrt.76K.T,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.76k.t,WWARN_ACT,included.or.excluded_pfcrt.76k.t,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.76K.T,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.n86,WWARN_ACT,included.or.excluded_pfmdr1.n86,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfmdr1.N86,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.n86,WWARN_ACT,included.or.excluded_pfmdr1.n86,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.N86,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.86n.y,WWARN_ACT,included.or.excluded_pfmdr1.86n.y,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfmdr1.86N.Y,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.86n.y,WWARN_ACT,included.or.excluded_pfmdr1.86n.y,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.86N.Y,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.y184,WWARN_ACT,included.or.excluded_pfmdr1.y184,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfmdr1.Y184,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.y184,WWARN_ACT,included.or.excluded_pfmdr1.y184,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.Y184,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.184y.f,WWARN_ACT,included.or.excluded_pfmdr1.184y.f,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfmdr1.184Y.F,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.184y.f,WWARN_ACT,included.or.excluded_pfmdr1.184y.f,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.184Y.F,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.s1034,WWARN_ACT,included.or.excluded_pfmdr1.s1034,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.S1034,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.n1042,WWARN_ACT,included.or.excluded_pfmdr1.n1042,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.N1042,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.d1246,WWARN_ACT,included.or.excluded_pfmdr1.d1246,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfmdr1.D1246,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.d1246,WWARN_ACT,included.or.excluded_pfmdr1.d1246,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.D1246,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.k76,WWARN_ACT,included.or.excluded_pfcrt.k76,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfcrt.K76,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.k76,WWARN_ACT,included.or.excluded_pfcrt.k76,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.K76,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.cmnk,WWARN_ACT,included.or.excluded_pfcrt.cmnk,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfcrt.CMNK,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.cmnk,WWARN_ACT,included.or.excluded_pfcrt.cmnk,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.CMNK,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.ciet,WWARN_ACT,included.or.excluded_pfcrt.ciet,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfcrt.CIET,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.ciet,WWARN_ACT,included.or.excluded_pfcrt.ciet,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.CIET,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.cmnt,WWARN_ACT,included.or.excluded_pfcrt.cmnt,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfcrt.CMNT,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.cmnt,WWARN_ACT,included.or.excluded_pfcrt.cmnt,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.CMNT,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.cmdt,WWARN_ACT,included.or.excluded_pfcrt.cmdt,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.CMDT,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.cint,WWARN_ACT,included.or.excluded_pfcrt.cint,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.CINT,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.1246d.y,WWARN_ACT,included.or.excluded_pfmdr1.1246d.y,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfmdr1.1246D.Y,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.1246d.y,WWARN_ACT,included.or.excluded_pfmdr1.1246d.y,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.1246D.Y,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.yysny,WWARN_ACT,included.or.excluded_pfmdr1.yysny,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.YYSNY,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.cmet,WWARN_ACT,included.or.excluded_pfcrt.cmet,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.CMET,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.copy.number...2,WWARN_ACT,included.or.excluded_pfmdr1.copy.number...2,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.copy.number...2,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfpm2.copy.number.1,WWARN_ACT,included.or.excluded_pfpm2.copy.number.1,"c("""", """")",Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfpm2.copy.number.1,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfpm2.copy.number.1,WWARN_ACT,included.or.excluded_pfpm2.copy.number.1,"c("""", """", """")",Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfpm2.copy.number.1,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfpm2.copy.number..1,WWARN_ACT,included.or.excluded_pfpm2.copy.number..1,"c("""", """")",Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfpm2.copy.number..1,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfpm2.copy.number..1,WWARN_ACT,included.or.excluded_pfpm2.copy.number..1,"c("""", """", """")",Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfpm2.copy.number..1,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.copy.number...4.or.higher,WWARN_ACT,included.or.excluded_pfmdr1.copy.number...4.or.higher,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.copy.number...4.or.higher,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.copy.number...3,WWARN_ACT,included.or.excluded_pfmdr1.copy.number...3,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.copy.number...3,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.copy.number...4,WWARN_ACT,included.or.excluded_pfmdr1.copy.number...4,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.copy.number...4,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.cidt,WWARN_ACT,included.or.excluded_pfcrt.cidt,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfcrt.CIDT,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.cidt,WWARN_ACT,included.or.excluded_pfcrt.cidt,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.CIDT,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.copy.number...5.or.higher,WWARN_ACT,included.or.excluded_pfmdr1.copy.number...5.or.higher,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.copy.number...5.or.higher,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.93s,WWARN_ACT,included.or.excluded_pfcrt.93s,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.93S,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.97y,WWARN_ACT,included.or.excluded_pfcrt.97y,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.97Y,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.f145i,WWARN_ACT,included.or.excluded_pfcrt.f145i,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.F145I,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.343i,WWARN_ACT,included.or.excluded_pfcrt.343i,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.343I,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.353v,WWARN_ACT,included.or.excluded_pfcrt.353v,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.353V,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.smet,WWARN_ACT,included.or.excluded_pfcrt.smet,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.SMET,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.ciek,WWARN_ACT,included.or.excluded_pfcrt.ciek,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.CIEK,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.yyy,WWARN_ACT,included.or.excluded_pfmdr1.yyy,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfmdr1.YYY,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.yyy,WWARN_ACT,included.or.excluded_pfmdr1.yyy,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.YYY,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.nfd,WWARN_ACT,included.or.excluded_pfmdr1.nfd,E,Excluded from analysis,,wwarn_act_wide,included.or.excluded_pfmdr1.NFD,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.nfd,WWARN_ACT,included.or.excluded_pfmdr1.nfd,I,Included in count of pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.NFD,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.1034s.c,WWARN_ACT,included.or.excluded_pfmdr1.1034s.c,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.1034S.C,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfcrt.i218f,WWARN_ACT,included.or.excluded_pfcrt.i218f,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfcrt.I218F,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.nfcdd,WWARN_ACT,included.or.excluded_pfmdr1.nfcdd,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.NFCDD,,
WWARN_ACT_Wide.csv,wwarn_act_wide::included.or.excluded_pfmdr1.nfcnd,WWARN_ACT,included.or.excluded_pfmdr1.nfcnd,no data,Mixed infections assessed separately from pure infections,,wwarn_act_wide,included.or.excluded_pfmdr1.NFCND,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Jalalabad,Jalalabad,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Jalalabad, Asadabad, Maimaneh, Taloqan","Jalalabad, Asadabad, Maimaneh, Taloqan",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Nangahar,Nangahar,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,,:::UNDEF:::,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Dande,Dande,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Luanda,Luanda,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Uige Provincial Hospital,Uige Provincial Hospital,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Bandarban,Bandarban,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Bandarban District,Bandarban District,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Dighinala upazilla, Baghaichara, Pujgang, Panchari upazilla","Dighinala upazilla, Baghaichara, Pujgang, Panchari Upazilla",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Rangamati,Rangamati,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Allada, Sekou","Allada, Sekou",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Littoral, Ou√©m√©","Littoral, Ouémé",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Ouidah,Ouidah,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Parakou,Parakou,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Amazon basin,Amazon basin,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Amazon region,Amazon region,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Itaituba,Itaituba,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Manaus,Manaus,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Paragominas,Paragominas,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Peixoto de Azevedo, Apiac√°s","Peixoto de Azevedo, Apiacás",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Porto Velho,Porto Velho,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Rond√¥nia, Marab√°","Rondônia, Marabá",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Tabatinga,Tabatinga,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Tail√¢ndia,Tailândia,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Tucurui,Tucurui,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Bobo Dioulasso,Bobo Dioulasso,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Bobo-Dioulasso,Bobo Dioulasso,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Bourasso,Bourasso,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Bourasso, Bagala, Boron","Bourasso, Bagala, Boron",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Nouna,Nouna,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Satiri, Balla, Kadomba","Satiri, Balla, Kadomba",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Ziniar√©, Bouss√©","Ziniaré, Boussé",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Battambang,Battambang,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Chumkiri,Chumkiri,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Chumkiri District,Chumkiri District,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Kampong Seila,Kampong Seila,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Kampong Speu,Kampong Speu,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Memut,Memut,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Pailin,Pailin,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Pailin, Kampong Seila, Chumkiri, Memut, Rattanakiri","Pailin, Kampong Seila, Chumkiri, Memut, Rattanakiri",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Preah Vihear,Preah Vihear,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Pursat,Pursat,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Ratanakiri,Ratanakiri,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Sampovloum,Sampovloum,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Sampovloum, Samlot, Anlong Veng, Kampong Speu, Rattanakiri,Snoul","Sampovloum, Samlot, Anlong Veng, Kampong Speu, Rattanakiri, Snoul",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Veal Veng,Veal Veng,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Veal Veng, Sampovloun","Veal Veng, Sampovloun",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Garoua,Garoua,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Mfou,Mfou,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Mutengene,Mutengene,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Yaound√©,Yaounde,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Yaound√©, Douala, Ebolowa, Kyeossi, Bertoua","Yaounde, Douala, Ebolowa, Kyeossi, Bertoua",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Bangui,Bangui,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Hainan,Hainan,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Hainan Island,Hainan Island,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Yingjiang,Yingjiang,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Yunnan,Yunnan,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Baja Cauca,Baja Cauca,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,El Bagre,El Bagre,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Multiple,Multiple,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Nothern Pacific,Nothern Pacific,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Tumaco,Tumaco,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Turbo,Turbo,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Turbo, El Bagre, Zaragoza","Turbo, El Bagre, Zaragoza",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Turbo, Necocli, El Bagre, Zaragoza","Turbo, Necocli, El Bagre, Zaragoza",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Moroni,Moroni,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Moroni, Foumbouni, Fomboni, Wanani, Domoni, Pomoni","Moroni, Foumbouni, Fomboni, Wanani, Domoni, Pomoni",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Brazzaville,Brazzaville,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Pointe-Noire,Pointe-Noire,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Bonoua,Bonoua,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Samo,Samo,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Kinshasa,Kinshasa,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Sao Tom√©,Sao Tomé,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Dili, Suai","Dili, Suai",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,"Dili, Suai, Liqui√ßa, Same, Viqueque, Lospalos","Dili, Suai, Liquiça, Same, Viqueque, Lospalos",,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Lautem,Lautem,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Bioko Island,Bioko Island,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Miyobo,Miyobo,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Ngonamanga,Ngonamanga,,wwarn_act_wide,site,,
WWARN_ACT_Wide.csv,wwarn_act_wide::site,WWARN_ACT,site,Dilla,Dilla,,wwarn_act_wide,site,,
