variable	variable2	values	mappedTerm	ordinalValue
village	village	134040102	Birongo III	NA
village	village	134040103	Birongo IV	NA
village	village	134040104	Kaarokarungi	NA
village	village	134040105	Kabiso	NA
village	village	134040106	Kafunjo I	NA
village	village	134040107	Kafunjo II	NA
village	village	134040108	Kafunjo III	NA
village	village	134040109	Kahoko	NA
village	village	134040110	Mutengyeto	NA
village	village	134040111	Ntusi I	NA
village	village	134040112	Ntusi II	NA
village	village	134040113	Nyamabaare	NA
village	village	134040201	Kakiro	NA
village	village	134040202	Kaniampiha	NA
village	village	134040203	Kashozi	NA
village	village	134040204	Katehe	NA
village	village	134040205	Katengyeto	NA
village	village	134040206	Katojo I	NA
village	village	134040207	Katojo II	NA
village	village	134040208	Katwe I	NA
village	village	134040209	Katwe II	NA
village	village	134040210	Kyanyamarembo	NA
village	village	134040211	Rushambya	NA
village	village	134040301	Kitooro I	NA
village	village	134040302	Kitooro II	NA
village	village	134040303	Mushunga I	NA
village	village	134040304	Mushunga II	NA
village	village	134040305	Mushunga III	NA
village	village	134040306	Rugando I	NA
village	village	134040307	Rugando II	NA
village	village	134040308	Rwebirago	NA
village	village	134040309	Rwetweka I	NA
village	village	134040310	Rwetweka II	NA
village	village	134040401	Akabare	NA
village	village	134040402	Kakuuto I	NA
village	village	134040403	Kakuuto II	NA
village	village	134040404	Kakuuto III	NA
village	village	134040405	Karambi	NA
village	village	134040406	Kashagazi	NA
village	village	134040407	Kyembogo	NA
village	village	134040408	Kyembogo II	NA
village	village	134040409	Mugondo	NA
village	village	134040410	Mwana	NA
village	village	134040411	Mwana II	NA
village	village	134050101	Busingiro	NA
village	village	134050102	Ishongororo	NA
village	village	134050103	Ishongororo T/C	NA
village	village	134050104	Kakindo I	NA
village	village	134050105	Kakindo II	NA
village	village	134050106	Kakinga A	NA
village	village	134050107	Kakinga B	NA
village	village	134050108	Kashungwa A	NA
village	village	134050109	Kashungwa B	NA
village	village	134050110	Katongore	NA
village	village	134050111	Kidunduma	NA
village	village	134050112	Kitooro	NA
village	village	134050113	Kololo	NA
village	village	134050114	Nyakarambi	NA
village	village	134050115	Rurama	NA
village	village	134050116	Rwenshajagwa	NA
village	village	134050201	Ishongororo T/C	NA
village	village	134050202	Kambendyaha T/C	NA
village	village	134050203	Karokarungi	NA
village	village	134050204	Katojo A	NA
village	village	134050205	Katojo B	NA
village	village	134050206	Katojo C	NA
village	village	134050207	Kemihoko	NA
village	village	134050208	Kiburara A	NA
village	village	134050209	Kiburara B	NA
village	village	134050210	Kiburara T/C	NA
village	village	134050211	Kinyankore	NA
village	village	134050212	Ncwano A	NA
village	village	134050213	Ncwano B	NA
village	village	134050214	Ncwano C	NA
village	village	134050215	Nyabushabi	NA
village	village	134050216	Nyakabungo	NA
village	village	134050217	Nyampikye	NA
village	village	134050218	Nyantsimbo A	NA
village	village	134050219	Nyantsimbo T/C	NA
village	village	134050220	Omwiguru	NA
village	village	134050221	Omwitagi	NA
village	village	134050222	Rugando	NA
village	village	134050223	Rwenshoga	NA
village	village	134050224	Rwenyawawa	NA
village	village	134060101	Buhumuriro	NA
village	village	134060102	Kafunda T/Centre	NA
village	village	134060103	Kagongo Institutions	NA
village	village	134060104	Kasharara	NA
village	village	134060105	Katooma I	NA
village	village	134060106	Katooma II	NA
village	village	134060107	Kisiita	NA
village	village	134060108	Mabanga	NA
village	village	134060109	Nyinendugu	NA
village	village	134060110	Rukokoma	NA
village	village	134060111	Rwamukiigi	NA
village	village	134060112	Rwencwamba	NA
village	village	134060113	Rwengiri T/Centre	NA
village	village	134060201	Kabura	NA
village	village	134060202	Kanyansheko A	NA
village	village	134060203	Kanyansheko B	NA
village	village	134060204	Kikandure	NA
village	village	134060205	Kyarufubangi	NA
village	village	134060206	Nyakigando	NA
village	village	134060301	Bigyera	NA
village	village	134060302	Kakukuru	NA
village	village	134060303	Kamututumi I	NA
village	village	134060304	Kamututumi II	NA
village	village	134060305	Karindiriro	NA
village	village	134060306	Kashangura I	NA
village	village	134060307	Kashangura II	NA
village	village	134060308	Nyamushwiga	NA
village	village	134060309	Nyarubira	NA
village	village	134060310	Rwahura I	NA
village	village	134060311	Rwateibare	NA
village	village	134060312	Ryakashankara	NA
village	village	134060401	Ibanda Cell	NA
village	village	134060402	Ibanda Central	NA
village	village	134060403	Jubilee Street	NA
village	village	134060404	Kitwe	NA
village	village	134060405	Kyaruhanga I	NA
village	village	134060406	Kyaruhanga II	NA
village	village	134060407	Kyarukobwa A	NA
village	village	134060408	Kyarukobwa B	NA
village	village	134060409	Kyarukoobwa B East	NA
village	village	134060410	Kyarukoobwa C	NA
village	village	134060411	Kyereeta	NA
village	village	134060412	Main Street	NA
village	village	134060413	Muginda	NA
village	village	134060414	Saza	NA
village	village	134060501	Bugorora	NA
village	village	134060502	Kyarutanga I	NA
village	village	134060503	Kyarutanga II	NA
village	village	134060504	Kyeikucu I	NA
village	village	134060505	Kyeikucu II	NA
village	village	134060506	Mahega I	NA
village	village	134060507	Mahega II	NA
village	village	134060508	Mirambi	NA
village	village	134060509	Rukokoma II	NA
village	village	134060510	Rwahura II	NA
village	village	134060511	Rwampanga	NA
village	village	134060601	Bigyera	NA
village	village	134060602	Kanama I	NA
village	village	134060603	Kanama II	NA
village	village	134060604	Kashaka	NA
village	village	134060605	Kigaigo	NA
village	village	134060606	Kigando	NA
village	village	134060607	Kitooma	NA
village	village	134060608	Mishangi	NA
village	village	134060609	Nateete	NA
village	village	134060610	Nyakatokye Central	NA
village	village	134060611	Nyamiyaga I	NA
village	village	134060612	Nyamiyaga II	NA
village	village	134060613	Rwebiyenje I	NA
village	village	134060614	Rwebiyenje II	NA
village	village	134060615	Ryakashoro	NA
village	village	134060701	Byeshembe I	NA
village	village	134060702	Byeshembe II	NA
village	village	134060703	Kabereebere	NA
village	village	134060704	Kakizerere I	NA
village	village	134060705	Kakizerere II	NA
village	village	134060706	Kashambya I	NA
village	village	134060707	Rugaaga	NA
village	village	134060708	Rweshuri I	NA
village	village	134060709	Rweshuri II	NA
village	village	134070101	Kabingo	NA
village	village	134070102	Kajwamushana I	NA
village	village	134070103	Kajwamushana IV	NA
village	village	134070104	Keihangara I	NA
village	village	134070105	Keihangara II	NA
village	village	134070106	Keihangara III	NA
village	village	134070107	Keihangara IV	NA
village	village	134070108	Keihangara V	NA
village	village	134070109	Kyarukumba I	NA
village	village	134070110	Rweshebeshebe	NA
village	village	134070201	Kaburo I	NA
village	village	134070202	Kaburo II	NA
village	village	134070203	Kajwamushana II	NA
village	village	134070204	Kajwamushana III	NA
village	village	134070205	Kajwamushana V	NA
village	village	134070206	Kakunama II	NA
village	village	134070207	Kakunama III	NA
village	village	134070208	Kyenyena	NA
village	village	134070209	Rugaaga I	NA
village	village	134070210	Rugaaga II	NA
village	village	134070211	Rugaaga III	NA
village	village	134070212	Rugaaga IV	NA
village	village	134070213	Rugaaga V	NA
village	village	134070301	Bihembe I	NA
village	village	134070302	Bihembe II	NA
village	village	134070303	Bihembe III	NA
village	village	134070304	Bihembe IV	NA
village	village	134070305	Kakunama I	NA
village	village	134070306	Rukinga I	NA
village	village	134070307	Rukinga II	NA
village	village	134070308	Rwensambya I	NA
village	village	134070309	Rwensambya II	NA
village	village	134070310	Rwensambya III	NA
village	village	134070311	Rwensambya IV	NA
village	village	134080101	Buhindagi	NA
village	village	134080102	Irimya	NA
village	village	134080103	Kagyezi	NA
village	village	134080104	Kakindo	NA
village	village	134080105	Karokarungi	NA
village	village	134080106	Karuhutsi	NA
village	village	134080107	Katongole	NA
village	village	134080108	Kitooma	NA
village	village	134080109	Kwerebera	NA
village	village	134080110	Mirama	NA
village	village	134080111	Rwebiyongi	NA
village	village	134080112	Rwenzigye	NA
village	village	134080113	Ryakazo	NA
village	village	134080201	Kaabuhweju	NA
village	village	134080202	Kibingo	NA
village	village	134080203	Kisabo Central	NA
village	village	134080204	Kisabo I	NA
village	village	134080205	Kisabo II	NA
village	village	134080206	Ryabatenga I	NA
village	village	134080207	Ryabatenga II	NA
village	village	134080208	Ryakagumba	NA
village	village	134080301	Brazil	NA
village	village	134080302	Kabende	NA
village	village	134080303	Kabuhwa	NA
village	village	134080304	Kagorogoro	NA
village	village	134080305	Kategure	NA
village	village	134080306	Katerera	NA
village	village	134080307	Kicuzi	NA
village	village	134080308	Kinyamugara	NA
village	village	134080309	Kisabo	NA
village	village	134080310	Kitehe	NA
village	village	134080311	Kogabi	NA
village	village	134080312	Mahuha	NA
village	village	134080313	Murangara	NA
village	village	134080314	Muture	NA
village	village	134080315	Rugarama	NA
village	village	134080316	Rwemambo	NA
village	village	134090101	Endama	NA
village	village	134090102	Genkuba	NA
village	village	134090103	Ihondero	NA
village	village	134090104	Kamwiri I	NA
village	village	134090105	Kamwiri II	NA
village	village	134090106	Kitoogo	NA
village	village	134090107	Rwanyakabogo	NA
village	village	134090201	Kabarungi	NA
village	village	134090202	Kakiika	NA
village	village	134090203	Kanyinya	NA
village	village	134090204	Kayanja I	NA
village	village	134090205	Kayanja II	NA
village	village	134090206	Rwanyabihuka I	NA
village	village	134090207	Rwanyabihuka II	NA
village	village	134090208	Rwenkuba	NA
village	village	134090301	Birongo I	NA
village	village	134090302	Kinaga Mukono	NA
village	village	134090303	Kiryabishoro	NA
village	village	134090304	Runoni	NA
village	village	134090305	Rwambu II	NA
village	village	134090306	Rwambu III	NA
village	village	134090307	Rwambu IV	NA
village	village	134090308	Rwemirama	NA
village	village	134100101	Irwaniro I	NA
village	village	134100102	Irwaniro II	NA
village	village	134100103	Kajumbura I	NA
village	village	134100104	Kajumbura II	NA
village	village	134100105	Katunguru	NA
village	village	134100106	Kihani I	NA
village	village	134100107	Kitembeya	NA
village	village	134100201	Kebicoori	NA
village	village	134100202	Kihani II	NA
village	village	134100203	Kihani III	NA
village	village	134100204	Nyakabungo	NA
village	village	134100205	Rwenkuba I	NA
village	village	134100206	Rwenkuba II	NA
village	village	134100207	Rwentaratambi	NA
village	village	134100208	Sigirira I	NA
village	village	134100209	Sigirira II	NA
village	village	134100210	Sigirira III	NA
village	village	134100211	Sigirira IV	NA
village	village	134100301	Kagoigo	NA
village	village	134100302	Kamigamba I	NA
village	village	134100303	Kamigamba II	NA
village	village	134100304	Karitusi	NA
village	village	134100305	Kashangura II	NA
village	village	134100306	Rwemengo I	NA
village	village	134100307	Rwemengo II	NA
village	village	134100308	Rwengwe I	NA
village	village	134100309	Rwengwe II	NA
village	village	134100310	Rwengwe III	NA
village	village	134100311	Rwomuhoro I	NA
village	village	134100312	Rwomuhoro II	NA
village	village	134110101	Kairaba	NA
village	village	134110102	Kayanja	NA
village	village	134110103	Kiruba	NA
village	village	134110104	Mitooma	NA
village	village	134110105	Nkombe	NA
village	village	134110106	Rujumbura	NA
village	village	134110107	Rwengwe	NA
village	village	134110201	Kasese	NA
village	village	134110202	Katojo	NA
village	village	134110203	Kyabisukere	NA
village	village	134110204	Kyatoko	NA
village	village	134110205	Kyentaama	NA
village	village	134110206	Nyakatete	NA
village	village	134110207	Nyarubira	NA
village	village	134110208	Ryakweera	NA
village	village	134110301	Kacwampare	NA
village	village	134110302	Kagunga	NA
village	village	134110303	Kanungu	NA
village	village	134110304	Kashasha	NA
village	village	134110305	Kiziira	NA
village	village	134110306	Nyakatete Upper	NA
village	village	134110307	Rugoba	NA
village	village	134110308	Rushere	NA
village	village	134120101	Bihanga I	NA
village	village	134120102	Bihanga II	NA
village	village	134120103	Kaceeri	NA
village	village	134120104	Kakukuru	NA
village	village	134120105	Katensani	NA
village	village	134120106	Katojo II	NA
village	village	134120107	Kyabwayera	NA
village	village	134120108	Nyabigoye I	NA
village	village	134120109	Nyabigoye II	NA
village	village	134120110	Nyakanengo	NA
village	village	134120111	Rugarama	NA
village	village	134120112	Rwenkuba I	NA
village	village	134120113	Rwenkuba II	NA
village	village	134120201	Buteraniro	NA
village	village	134120202	Kanyarugiri	NA
village	village	134120203	Karama	NA
village	village	134120204	Kigaaga	NA
village	village	134120205	Mugyengyezi II	NA
village	village	134120206	Rwamagundu	NA
village	village	134120301	Busingiro I	NA
village	village	134120302	Busingiro II	NA
village	village	134120303	Bwera I	NA
village	village	134120304	Bwera II	NA
village	village	134120305	Kaaro	NA
village	village	134120306	Kako	NA
village	village	134120307	Kanyinya	NA
village	village	134120308	Katooma	NA
village	village	134120309	Katutsi	NA
village	village	134120310	Kigoro	NA
village	village	134120311	Kobuhura A	NA
village	village	134120312	Kobuhura B	NA
village	village	134120313	Kyengando	NA
village	village	134120314	Nyakahita	NA
village	village	134120315	Nyamarebe I	NA
village	village	134120316	Nyamarebe II	NA
village	village	134120401	Ahakabaare	NA
village	village	134120402	Kashaari	NA
village	village	134120403	Kitojo	NA
village	village	134120404	Nyakabungo	NA
village	village	134120405	Rwamahega	NA
village	village	134120406	Rwenkuba III	NA
village	village	134120407	Rwenkureijo I	NA
village	village	134120408	Rwenkureijo II	NA
village	village	134120501	Kangoma A	NA
village	village	134120502	Kangoma B	NA
village	village	134120503	Katikamwe B	NA
village	village	134120504	Mitwebiri A	NA
village	village	134120505	Mitwebiri B	NA
village	village	134120601	Itabyama A	NA
village	village	134120602	Rwencundezi A	NA
village	village	134120603	Rwencundezi B	NA
village	village	134120604	Rwencundezi C	NA
village	village	134120605	Ryabiju B	NA
village	village	134120606	Sooko A	NA
village	village	134120607	Sooko B	NA
village	village	134120608	Sooko C	NA
village	village	134130101	Bwenda	NA
village	village	134130102	Mirambi I	NA
village	village	134130103	Mirambi II	NA
village	village	134130104	Mpunda	NA
village	village	134130105	Ntanga	NA
village	village	134130106	Rukiiri	NA
