colOrder,variable,uniqueVar,dataFile,keepDiscard,notesForDL,codebookDescription,codebookValues,timeVarying,duplicated,dateTime,flag
18,enddate5,ext_crypt_ctreat::enddate5,ext_crypt_ctreat,keep,,Medicine end date of Treat5,,,,,
20,enddate6,ext_crypt_ctreat::enddate6,ext_crypt_ctreat,keep,,Medicine end date of Treat6,,,,,
7,gc,ext_crypt_ctreat::gc,ext_crypt_ctreat,keep,,General condition (Codes are below):,"0=Normal; 1= In looking; 2=Lethargic; 9=Child was not stable, cannot perform observation.",,,,
5,lungs,ext_crypt_ctreat::lungs,ext_crypt_ctreat,keep,,In Lungs. (Codes are below):,"0=Normal ; 1=Spasm; 2=Ronchi, 3=Crepetation ; 4=Ronchi+ Crepetation; 9=Child was not stable, cannot perform observation.",,,,
8,other,ext_crypt_ctreat::other,ext_crypt_ctreat,keep,,Others symptoms. ** Codes below,,,,,
1,pid,ext_crypt_ctreat::pid,ext_crypt_ctreat,discard,,ID,,,duplicated variable,,
4,rate,ext_crypt_ctreat::rate,ext_crypt_ctreat,keep,,Respiratory rate,"99=Child was not stable, cannot perform observation.",,,,
3,temp,ext_crypt_ctreat::temp,ext_crypt_ctreat,keep,,Temperature,,,duplicated variable,,
9,treat1,ext_crypt_ctreat::treat1,ext_crypt_ctreat,keep,,1st Antibiotic (Please see the attached Drug code list below ),,,,,
24,treat10,ext_crypt_ctreat::treat10,ext_crypt_ctreat,keep,,Please see the attached Drug code,,,,,
11,treat2,ext_crypt_ctreat::treat2,ext_crypt_ctreat,keep,,2nd Antibiotic (Please see the attached Drug code list below),,,,,
13,treat3,ext_crypt_ctreat::treat3,ext_crypt_ctreat,keep,,3rd Antibiotic (Please see the attached Drug code list below),,,,,
15,treat4,ext_crypt_ctreat::treat4,ext_crypt_ctreat,keep,,"Use of Sulbutamol (Drug codes 11, 27 & 73 should be used for only Sulbutamol.)",,,,,
17,treat5,ext_crypt_ctreat::treat5,ext_crypt_ctreat,keep,,Use of Ranitidine (Drug codes 41 & 44should be used for only Ranitidine),,,,,
19,treat6,ext_crypt_ctreat::treat6,ext_crypt_ctreat,keep,,"Use of Steroid (Drug codes 30, 31 & 32 should be used for only Steroid)",,,,,
21,treat7,ext_crypt_ctreat::treat7,ext_crypt_ctreat,keep,,Please see the attached Drug code,,,,,
22,treat8,ext_crypt_ctreat::treat8,ext_crypt_ctreat,keep,,Please see the attached Drug code,,,,,
23,treat9,ext_crypt_ctreat::treat9,ext_crypt_ctreat,keep,,Please see the attached Drug code,,,,,
3,anybfd,ext_crypt_mgmt_breastfeeding::anybfd,ext_crypt_mgmt_breastfeeding,keep,,Days of Mixed feeding,,,,,
5,comment,ext_crypt_mgmt_breastfeeding::comment,ext_crypt_mgmt_breastfeeding,discard,,Comments,,,,,
4,dyexbfstrt,ext_crypt_mgmt_breastfeeding::dyexbfstrt,ext_crypt_mgmt_breastfeeding,keep,,First day of exclusive BF since birth,,,,,
2,exlbf,ext_crypt_mgmt_breastfeeding::exlbf,ext_crypt_mgmt_breastfeeding,keep,,Days of Exclusive breast feeding,,,,,
1,pid,ext_crypt_mgmt_breastfeeding::pid,ext_crypt_mgmt_breastfeeding,discard,,ID,,,duplicated variable,,
15,lexret,ext_crypt_mgmt_lmr::lexret,ext_crypt_mgmt_lmr,keep,,"Total Lactulose excreted, Lactulose result (LURIN) x 10 x total urine collected in L (URINML/1000)",,,,,
6,lintake,ext_crypt_mgmt_lmr::lintake,ext_crypt_mgmt_lmr,keep,,"Intake of Lactulose mg/ml, Derived from standard solution, which is 250mg/ml Lactulose and 50mg/ml mannitol.  Example if 12mls is ingested then the amount of lactulose consumed = 3000mg and the amount of mannitol consumed is 300mg)",,,,,
5,lmadmml,ext_crypt_mgmt_lmr::lmadmml,ext_crypt_mgmt_lmr,keep,,"Quantity of L/M solution administered in ml (2ml / Kg), Pulled from SB_FUV Q 6e",,,,,
3,lmdoc,ext_crypt_mgmt_lmr::lmdoc,ext_crypt_mgmt_lmr,keep,,"Specimen collection date, Pulled from SB_FUV_ Q6a (dd/mmdyyyy)",,,,,
19,lmratio,ext_crypt_mgmt_lmr::lmratio,ext_crypt_mgmt_lmr,keep,,"Urinary Lactulose:Mannitol ratio, Derived  Recovery of lactulose [LRECV] Ã· Recovery of Mannitol [MRECV]",,,,,
4,lmwk,ext_crypt_mgmt_lmr::lmwk,ext_crypt_mgmt_lmr,keep,,"Visit week, ","Week 12, Week 52",,,,
11,lurin,ext_crypt_mgmt_lmr::lurin,ext_crypt_mgmt_lmr,keep,,"Urine Lactulose concentration, Pulled from CS_LM_Infant_LM_Measure, Post Lurin minus pre-lurin at wk12 and lurin directly at wk 52",,,duplicated variable,,
10,lurin_post,ext_crypt_mgmt_lmr::lurin_post,ext_crypt_mgmt_lmr,keep,,"Urine Lactulose concentration, Pulled from CS_LM_Infant_LM_Measure, lurin at wk 12 and visit detail= Post-LM solution","""""""""-9 = Missing""""""""",,,,
9,lurin_pre,ext_crypt_mgmt_lmr::lurin_pre,ext_crypt_mgmt_lmr,keep,,"Urine Lactulose concentration, Pulled from CS_LM_Infant_LM_Measure, lurin at wk 12 and visit detail= Pre-LM solution","""""""""-9 = Missing""""""""",,,,
16,mexret,ext_crypt_mgmt_lmr::mexret,ext_crypt_mgmt_lmr,keep,,"Total Mannitol excreted, mannitol result (MURIN) x 10 x total urine collected in L  (URINML/1000)",,,,,
7,mintake,ext_crypt_mgmt_lmr::mintake,ext_crypt_mgmt_lmr,keep,,"Intake of Mannitol mg/ml, ",,,,,
14,murin,ext_crypt_mgmt_lmr::murin,ext_crypt_mgmt_lmr,keep,,"Urine Mannitol concentration, Pulled from CS_LM_Infant_LM_Measure, Post murin minus pre-murin at wk12 and murin directly at wk 52",,,duplicated variable,,
13,murin_post,ext_crypt_mgmt_lmr::murin_post,ext_crypt_mgmt_lmr,keep,,"Urine Mannitol concentration, Pulled from CS_LM_Infant_LM_Measure, murin at wk 12 and visit detail= Post-LM solution","""""""""-9 = Missing""""""""",,,,
12,murin_pre,ext_crypt_mgmt_lmr::murin_pre,ext_crypt_mgmt_lmr,keep,,"Urine Mannitol concentration, Pulled from CS_LM_Infant_LM_Measure, murin at wk 12 and visit detail= Pre-LM solution","""""""""-9 = Missing""""""""",,,,
1,pid,ext_crypt_mgmt_lmr::pid,ext_crypt_mgmt_lmr,discard,,ID,,,duplicated variable,,
2,site,ext_crypt_mgmt_lmr::site,ext_crypt_mgmt_lmr,keep,,Site,"1=Mirpur, 2=Mirzapur",,duplicated variable,,
17,ulrecv,ext_crypt_mgmt_lmr::ulrecv,ext_crypt_mgmt_lmr,keep,,"Urinary Lactulose Recovery %, Lactulose excreted (mg) [LEXCRET] Ã· Lactulose intake [LINTAK]",,,,,
18,umrecv,ext_crypt_mgmt_lmr::umrecv,ext_crypt_mgmt_lmr,keep,,"Urinary Mannitol Recovery %, Mannitol excreted (mg) [MEXCRET] Ã· Mannitol  intake [MINTAK]",,,,,
8,urinml,ext_crypt_mgmt_lmr::urinml,ext_crypt_mgmt_lmr,keep,,"Total L/M urine volume (ml), Pulled from SB_FUV Q 6h",,,,,
13,day10frq,ext_crypt_neb_sws::day10frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer useon 10th day,,,,,
14,day11frq,ext_crypt_neb_sws::day11frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer use on 11th day,,,,,
15,day12frq,ext_crypt_neb_sws::day12frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer use on 12th day,,,,,
16,day13frq,ext_crypt_neb_sws::day13frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer use on 13th day,,,,,
17,day14frq,ext_crypt_neb_sws::day14frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer use on 14th day,,,,,
18,day15frq,ext_crypt_neb_sws::day15frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer use on 15th day,,,,,
4,day1frq,ext_crypt_neb_sws::day1frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer use on 1st day,,,,,
5,day2frq,ext_crypt_neb_sws::day2frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer use on 2nd day,,,,,
6,day3frq,ext_crypt_neb_sws::day3frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer use on 3rd day,,,,,
7,day4frq,ext_crypt_neb_sws::day4frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer use on 4th day,,,,,
8,day5frq,ext_crypt_neb_sws::day5frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer use on 5th day,,,,,
9,day6frq,ext_crypt_neb_sws::day6frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer use on 6th day,,,,,
10,day7frq,ext_crypt_neb_sws::day7frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer use on 7th day,,,,,
11,day8frq,ext_crypt_neb_sws::day8frq,ext_crypt_neb_sws,keep,,Frequency of Nebulizer use on 8th day,,,,,
12,day9frq,ext_crypt_neb_sws::day9frq,ext_crypt_neb_sws,keep,,Frequency ofNebulizer use on 9th day,,,,,
2,nbstrtdt,ext_crypt_neb_sws::nbstrtdt,ext_crypt_neb_sws,keep,,Nebulizer start Date,,,,,
1,pid,ext_crypt_neb_sws::pid,ext_crypt_neb_sws,discard,,ID,,,duplicated variable,,
3,wtkg,ext_crypt_neb_sws::wtkg,ext_crypt_neb_sws,keep,,"Weight in Kg (Outside prescription, i.e prescribe from outside and weight was not available)",,,duplicated variable,,
2,dop,ext_crypt_sb_btest::dop,ext_crypt_sb_btest,keep,,"Date of procedure   (If missed procedure, enter 09/09/9999) (CRF Q# 1)",,,duplicated variable,,
5,ht,ext_crypt_sb_btest::ht,ext_crypt_sb_btest,keep,,Length of the child in Cm (CRF Q# 3b),,,duplicated variable,,
1,pid,ext_crypt_sb_btest::pid,ext_crypt_sb_btest,discard,,ID,,,duplicated variable,,
7,q4a,ext_crypt_sb_btest::q4a,ext_crypt_sb_btest,keep,,Number of hours since last oral intake (other than water (CRF Q# 4a),,,duplicated variable,,
10,q4b_cd,ext_crypt_sb_btest::q4b_cd,ext_crypt_sb_btest,keep,,Baseline Reading(Carbon Dioxide (CO2) ppm) (CRF Q# 4b),,,duplicated variable,,
8,q4b_hd,ext_crypt_sb_btest::q4b_hd,ext_crypt_sb_btest,keep,,Baseline Reading(Hydrogen (H2) ppm ) (CRF Q# 4b),,,duplicated variable,,
9,q4b_mt,ext_crypt_sb_btest::q4b_mt,ext_crypt_sb_btest,keep,,Baseline Reading(Methane (CH4) ppm) (CRF Q# 4b),,,duplicated variable,,
11,q4c,ext_crypt_sb_btest::q4c,ext_crypt_sb_btest,keep,,Amount of glucose solution administered in ml (5ml/kg) (CRF Q# 4c),,,duplicated variable,,
12,q4d,ext_crypt_sb_btest::q4d,ext_crypt_sb_btest,keep,,Start time of testing (time solution administration completed (CRF Q# 4d),,,duplicated variable,,
40,q5a,ext_crypt_sb_btest::q5a,ext_crypt_sb_btest,keep,,What was the outcome of today's procedure? (CRF Q# 5a),"1 = Procedure complete,
2 = Child ineligible due to WAZ or WHZ < -3 SD,
3 = Child unable to complete procedure,
4 = Mother or caretaker refusal to complete procedure,
5 = Procedure incomplete due to equipment failure,
6 = Procedure incomplete per PI or staff discretion,
7 = Other",,duplicated variable,,
41,q5b,ext_crypt_sb_btest::q5b,ext_crypt_sb_btest,keep,,"If other, then  specification (CRF Q# 5b)",,,duplicated variable,,
42,q6a,ext_crypt_sb_btest::q6a,ext_crypt_sb_btest,keep,,SIBO present (>12 ppm increase in H2 over baseline value on any subsequent value)  (CRF Q# 6a),"1 = Yes, 2=no, 9=NA",,duplicated variable,,
43,q6b,ext_crypt_sb_btest::q6b,ext_crypt_sb_btest,keep,,Child referred for treatment (only for malnourished children with WAZ < -2 SD)  (CRF Q# 6b),"1 = Yes, 2=no, 9=NA",,duplicated variable,,
15,qe_cd20,ext_crypt_sb_btest::qe_cd20,ext_crypt_sb_btest,keep,,20 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4e),,,duplicated variable,,
13,qe_hd20,ext_crypt_sb_btest::qe_hd20,ext_crypt_sb_btest,keep,,20 minutes (Hydrogen (H2) ppm ) (CRF Q# 4e),,,duplicated variable,,
14,qe_mt20,ext_crypt_sb_btest::qe_mt20,ext_crypt_sb_btest,keep,,20 minutes (Methane (CH4) ppm) (CRF Q# 4e),,,duplicated variable,,
18,qf_cd40,ext_crypt_sb_btest::qf_cd40,ext_crypt_sb_btest,keep,,40 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4f),,,duplicated variable,,
16,qf_hd40,ext_crypt_sb_btest::qf_hd40,ext_crypt_sb_btest,keep,,40 minutes (Hydrogen (H2) ppm ) (CRF Q# 4f),,,duplicated variable,,
17,qf_mt40,ext_crypt_sb_btest::qf_mt40,ext_crypt_sb_btest,keep,,40 minutes (Methane (CH4) ppm) (CRF Q# 4f),,,duplicated variable,,
21,qg_cd60,ext_crypt_sb_btest::qg_cd60,ext_crypt_sb_btest,keep,,60 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4g),,,duplicated variable,,
19,qg_hd60,ext_crypt_sb_btest::qg_hd60,ext_crypt_sb_btest,keep,,60 minutes (Hydrogen (H2) ppm ) (CRF Q# 4g),,,duplicated variable,,
20,qg_mt60,ext_crypt_sb_btest::qg_mt60,ext_crypt_sb_btest,keep,,60 minutes (Methane (CH4) ppm) (CRF Q# 4g),,,duplicated variable,,
24,qh_cd80,ext_crypt_sb_btest::qh_cd80,ext_crypt_sb_btest,keep,,80 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4h),,,duplicated variable,,
22,qh_hd80,ext_crypt_sb_btest::qh_hd80,ext_crypt_sb_btest,keep,,80 minutes (Hydrogen (H2) ppm ) (CRF Q# 4h),,,duplicated variable,,
23,qh_mt80,ext_crypt_sb_btest::qh_mt80,ext_crypt_sb_btest,keep,,80 minutes (Methane (CH4) ppm) (CRF Q# 4h),,,duplicated variable,,
27,qi_cd100,ext_crypt_sb_btest::qi_cd100,ext_crypt_sb_btest,keep,,100 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4i),,,duplicated variable,,
25,qi_hd100,ext_crypt_sb_btest::qi_hd100,ext_crypt_sb_btest,keep,,100 minutes (Hydrogen (H2) ppm ) (CRF Q# 4i),,,duplicated variable,,
26,qi_mt100,ext_crypt_sb_btest::qi_mt100,ext_crypt_sb_btest,keep,,100 minutes (Methane (CH4) ppm) (CRF Q# 4i),,,duplicated variable,,
30,qj_cd120,ext_crypt_sb_btest::qj_cd120,ext_crypt_sb_btest,keep,,120 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4j),,,duplicated variable,,
28,qj_hd120,ext_crypt_sb_btest::qj_hd120,ext_crypt_sb_btest,keep,,120 minutes (Hydrogen (H2) ppm ) (CRF Q# 4j),,,duplicated variable,,
29,qj_mt120,ext_crypt_sb_btest::qj_mt120,ext_crypt_sb_btest,keep,,120 minutes (Methane (CH4) ppm) (CRF Q# 4j),,,duplicated variable,,
33,qk_cd140,ext_crypt_sb_btest::qk_cd140,ext_crypt_sb_btest,keep,,"140 minutes (Carbon Dioxide (CO2) ppm), 999.9 = NA (CRF Q# 4k)",,,duplicated variable,,
31,qk_hd140,ext_crypt_sb_btest::qk_hd140,ext_crypt_sb_btest,keep,,"140 minutes (Hydrogen (H2) ppm ), 999.9 = NA (CRF Q# 4k)",,,duplicated variable,,
32,qk_mt140,ext_crypt_sb_btest::qk_mt140,ext_crypt_sb_btest,keep,,"140 minutes (Methane (CH4) ppm ), 999.9 = NA (CRF Q# 4k)",,,duplicated variable,,
36,ql_cd160,ext_crypt_sb_btest::ql_cd160,ext_crypt_sb_btest,keep,,"160 minutes (Carbon Dioxide (CO2) ppm), 999.9 = NA (CRF Q# 4l)",,,duplicated variable,,
34,ql_hd160,ext_crypt_sb_btest::ql_hd160,ext_crypt_sb_btest,keep,,"160 minutes (Hydrogen (H2) ppm ), 999.9 = NA (CRF Q# 4l)",,,duplicated variable,,
35,ql_mt160,ext_crypt_sb_btest::ql_mt160,ext_crypt_sb_btest,keep,,"160 minutes (Methane (CH4) ppm), 999.9 = NA (CRF Q# 4l)",,,duplicated variable,,
39,qm_cd180,ext_crypt_sb_btest::qm_cd180,ext_crypt_sb_btest,keep,,"180 minutes (Carbon Dioxide (CO2) ppm), 999.9 = NA (CRF Q# 4m)",,,duplicated variable,,
37,qm_hd180,ext_crypt_sb_btest::qm_hd180,ext_crypt_sb_btest,keep,,"180 minutes (Hydrogen (H2) ppm ), 999.9 = NA (CRF Q# 4m)",,,duplicated variable,,
38,qm_mt180,ext_crypt_sb_btest::qm_mt180,ext_crypt_sb_btest,keep,,"180 minutes (Methane (CH4) ppm), 999.9 = NA (CRF Q# 4m)",,,duplicated variable,,
3,sb_num,ext_crypt_sb_btest::sb_num,ext_crypt_sb_btest,keep,,SIBO  number  (CRF Q# 2),"Week 18 = 02,Week 52 = 03,Week 78 = 04,Week 104 = 05",,duplicated variable,,
6,waz3sd,ext_crypt_sb_btest::waz3sd,ext_crypt_sb_btest,keep,,Is the child's WAZ < -3 SD?(CRF Q# 3c),"1=yes, 2=no",,duplicated variable,,
4,wt,ext_crypt_sb_btest::wt,ext_crypt_sb_btest,keep,,Weight of the child in Kg (CRF Q# 3a),,,duplicated variable,,
2,dop,ext_crypt_sb_btestr::dop,ext_crypt_sb_btestr,keep,,"Date of procedure   (If missed procedure, enter 09/09/9999) (CRF Q# 1)",,,duplicated variable,,
6,ht,ext_crypt_sb_btestr::ht,ext_crypt_sb_btestr,keep,,Is the child's WAZ < -3 SD?(CRF Q# 3c),,,duplicated variable,,
1,pid,ext_crypt_sb_btestr::pid,ext_crypt_sb_btestr,discard,,ID,,,duplicated variable,,
8,q4a,ext_crypt_sb_btestr::q4a,ext_crypt_sb_btestr,keep,,Baseline Reading(Hydrogen (H2) ppm ) (CRF Q# 4b),,,duplicated variable,,
11,q4b_cd,ext_crypt_sb_btestr::q4b_cd,ext_crypt_sb_btestr,keep,,Amount of glucose solution administered in ml (5ml/kg) (CRF Q# 4c),,,duplicated variable,,
9,q4b_hd,ext_crypt_sb_btestr::q4b_hd,ext_crypt_sb_btestr,keep,,Baseline Reading(Methane (CH4) ppm) (CRF Q# 4b),,,duplicated variable,,
10,q4b_mt,ext_crypt_sb_btestr::q4b_mt,ext_crypt_sb_btestr,keep,,Baseline Reading(Carbon Dioxide (CO2) ppm) (CRF Q# 4b),,,duplicated variable,,
12,q4c,ext_crypt_sb_btestr::q4c,ext_crypt_sb_btestr,keep,,Start time of testing (time solution administration completed (CRF Q# 4d),,,duplicated variable,,
13,q4d,ext_crypt_sb_btestr::q4d,ext_crypt_sb_btestr,keep,,20 minutes (Hydrogen (H2) ppm ) (CRF Q# 4e),,,duplicated variable,,
41,q5a,ext_crypt_sb_btestr::q5a,ext_crypt_sb_btestr,keep,,"If other, then  specification (CRF Q# 5b)","1 = Procedure complete,
2 = Child ineligible due to WAZ or WHZ < -3 SD,
3 = Child unable to complete procedure,
4 = Mother or caretaker refusal to complete procedure,
5 = Procedure incomplete due to equipment failure,
6 = Procedure incomplete per PI or staff discretion,
7 = Other",,duplicated variable,,
42,q5b,ext_crypt_sb_btestr::q5b,ext_crypt_sb_btestr,keep,,SIBO present (>12 ppm increase in H2 over baseline value on any subsequent value)  (CRF Q# 6a),,,duplicated variable,,
43,q6a,ext_crypt_sb_btestr::q6a,ext_crypt_sb_btestr,keep,,Child referred for treatment (only for malnourished children with WAZ < -2 SD)  (CRF Q# 6b),"1 = Yes, 2=no, 9=NA",,duplicated variable,,
44,q6b,ext_crypt_sb_btestr::q6b,ext_crypt_sb_btestr,keep,,,"1 = Yes, 2=no, 9=NA",,duplicated variable,,
16,qe_cd20,ext_crypt_sb_btestr::qe_cd20,ext_crypt_sb_btestr,keep,,40 minutes (Hydrogen (H2) ppm ) (CRF Q# 4f),,,duplicated variable,,
14,qe_hd20,ext_crypt_sb_btestr::qe_hd20,ext_crypt_sb_btestr,keep,,20 minutes (Methane (CH4) ppm) (CRF Q# 4e),,,duplicated variable,,
15,qe_mt20,ext_crypt_sb_btestr::qe_mt20,ext_crypt_sb_btestr,keep,,20 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4e),,,duplicated variable,,
19,qf_cd40,ext_crypt_sb_btestr::qf_cd40,ext_crypt_sb_btestr,keep,,60 minutes (Hydrogen (H2) ppm ) (CRF Q# 4g),,,duplicated variable,,
17,qf_hd40,ext_crypt_sb_btestr::qf_hd40,ext_crypt_sb_btestr,keep,,40 minutes (Methane (CH4) ppm) (CRF Q# 4f),,,duplicated variable,,
18,qf_mt40,ext_crypt_sb_btestr::qf_mt40,ext_crypt_sb_btestr,keep,,40 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4f),,,duplicated variable,,
22,qg_cd60,ext_crypt_sb_btestr::qg_cd60,ext_crypt_sb_btestr,keep,,80 minutes (Hydrogen (H2) ppm ) (CRF Q# 4h),,,duplicated variable,,
20,qg_hd60,ext_crypt_sb_btestr::qg_hd60,ext_crypt_sb_btestr,keep,,60 minutes (Methane (CH4) ppm) (CRF Q# 4g),,,duplicated variable,,
21,qg_mt60,ext_crypt_sb_btestr::qg_mt60,ext_crypt_sb_btestr,keep,,60 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4g),,,duplicated variable,,
25,qh_cd80,ext_crypt_sb_btestr::qh_cd80,ext_crypt_sb_btestr,keep,,100 minutes (Hydrogen (H2) ppm ) (CRF Q# 4i),,,duplicated variable,,
23,qh_hd80,ext_crypt_sb_btestr::qh_hd80,ext_crypt_sb_btestr,keep,,80 minutes (Methane (CH4) ppm) (CRF Q# 4h),,,duplicated variable,,
24,qh_mt80,ext_crypt_sb_btestr::qh_mt80,ext_crypt_sb_btestr,keep,,80 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4h),,,duplicated variable,,
28,qi_cd100,ext_crypt_sb_btestr::qi_cd100,ext_crypt_sb_btestr,keep,,120 minutes (Hydrogen (H2) ppm ) (CRF Q# 4j),,,duplicated variable,,
26,qi_hd100,ext_crypt_sb_btestr::qi_hd100,ext_crypt_sb_btestr,keep,,100 minutes (Methane (CH4) ppm) (CRF Q# 4i),,,duplicated variable,,
27,qi_mt100,ext_crypt_sb_btestr::qi_mt100,ext_crypt_sb_btestr,keep,,100 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4i),,,duplicated variable,,
31,qj_cd120,ext_crypt_sb_btestr::qj_cd120,ext_crypt_sb_btestr,keep,,"140 minutes (Hydrogen (H2) ppm ), 999.9 = NA (CRF Q# 4k)",,,duplicated variable,,
29,qj_hd120,ext_crypt_sb_btestr::qj_hd120,ext_crypt_sb_btestr,keep,,120 minutes (Methane (CH4) ppm) (CRF Q# 4j),,,duplicated variable,,
30,qj_mt120,ext_crypt_sb_btestr::qj_mt120,ext_crypt_sb_btestr,keep,,120 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4j),,,duplicated variable,,
34,qk_cd140,ext_crypt_sb_btestr::qk_cd140,ext_crypt_sb_btestr,keep,,"160 minutes (Hydrogen (H2) ppm ), 999.9 = NA (CRF Q# 4l)",,,duplicated variable,,
