"colOrder","variable","uniqueVar","dataFile","IRI","label","definition","parentLabel","parentIRI","category","codebookDescription","notesForDL","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","type","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType","flag"
9,"blood","ext_crypto_dsmicro_3000::blood","ext_crypto_dsmicro_3000","","","","","","","BLOOD:","","","","","","","","","","","","","","","",""
8,"consist","ext_crypto_dsmicro_3000::consist","ext_crypto_dsmicro_3000","","","","","","","Stool consistency.","","","","","","","","","","","","","","","",""
6,"cry_qc","ext_crypto_dsmicro_3000::cry_qc","ext_crypto_dsmicro_3000","","","","","","","Crypto QUICK CHEK Result","","","","","","","","","","","","","","","",""
5,"doc","ext_crypto_dsmicro_3000::doc","ext_crypto_dsmicro_3000","","","","","","","Date of collection.","","","","","","","","","","","","","","","",""
3,"dsno","ext_crypto_dsmicro_3000::dsno","ext_crypto_dsmicro_3000","","","","","","","Sample no","","","","","","","","","","","","","","","",""
16,"ecoli","ext_crypto_dsmicro_3000::ecoli","ext_crypto_dsmicro_3000","","","","","","","ECOLI","","","","","","","","","","","","","","","",""
17,"enana","ext_crypto_dsmicro_3000::enana","ext_crypto_dsmicro_3000","","","","","","","ENANA","","","","","","","","","","","","","","","",""
7,"gia_qc","ext_crypto_dsmicro_3000::gia_qc","ext_crypto_dsmicro_3000","","","","","","","Giardia QUICK CHEK Result","","","","","","","","","","","","","","","",""
21,"giardia","ext_crypto_dsmicro_3000::giardia","ext_crypto_dsmicro_3000","","","","","","","GIARDIA","","","","","","","","","","","","","","","",""
25,"hnana","ext_crypto_dsmicro_3000::hnana","ext_crypto_dsmicro_3000","","","","","","","H.nana","","","","","","","","","","","","","","","",""
24,"hookw","ext_crypto_dsmicro_3000::hookw","ext_crypto_dsmicro_3000","","","","","","","Hook worm","","","","","","","","","","","","","","","",""
18,"ibut","ext_crypto_dsmicro_3000::ibut","ext_crypto_dsmicro_3000","","","","","","","IBUT","","","","","","","","","","","","","","","",""
13,"macroph","ext_crypto_dsmicro_3000::macroph","ext_crypto_dsmicro_3000","","","","","","","MICROPHAGES:","","","","","","","","","","","","","","","",""
15,"microeh","ext_crypto_dsmicro_3000::microeh","ext_crypto_dsmicro_3000","","","","","","","Microscopic Eh/Ed.","","","","","","","","","","","","","","","",""
10,"mucus","ext_crypto_dsmicro_3000::mucus","ext_crypto_dsmicro_3000","","","","","","","MUCUS:","","","","","","","","","","","","","","","",""
12,"puscell","ext_crypto_dsmicro_3000::puscell","ext_crypto_dsmicro_3000","","","","","","","PUSCELL: .","","","","","","","","","","","","","","","",""
11,"rbc","ext_crypto_dsmicro_3000::rbc","ext_crypto_dsmicro_3000","","","","","","","RBC:","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_dsmicro_3000::site","ext_crypto_dsmicro_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_dsmicro_3000::specid","ext_crypto_dsmicro_3000","","","","","","","Diarrheal stool specimen ID ( Diarrheal stool code =12) [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
26,"ss","ext_crypto_dsmicro_3000::ss","ext_crypto_dsmicro_3000","","","","","","","SS","","","","","","","","","","","","","","","",""
14,"status","ext_crypto_dsmicro_3000::status","ext_crypto_dsmicro_3000","","","","","","","Status of  Protozoa:","","","","","","","","","","","","","","","",""
20,"th","ext_crypto_dsmicro_3000::th","ext_crypto_dsmicro_3000","","","","","","","TH","","","","","","","","","","","","","","","",""
23,"tt","ext_crypto_dsmicro_3000::tt","ext_crypto_dsmicro_3000","","","","","","","Tricuria Tricuris","","","","","","","","","","","","","","","",""
5,"age","ext_crypto_enr7mo_3000::age","ext_crypto_enr7mo_3000","","","","","","","Age of woman (in years)","","","","","","","","","","","","","","","",""
9,"age1preg","ext_crypto_enr7mo_3000::age1preg","ext_crypto_enr7mo_3000","","","","","","","Age at first pregnancy (in years)","","","","","","","","","","","","","","","",""
7,"age_marr","ext_crypto_enr7mo_3000::age_marr","ext_crypto_enr7mo_3000","","","","","","","Age at first marriage (in years)","","","","","","","","","","","","","","","",""
8,"age_mena","ext_crypto_enr7mo_3000::age_mena","ext_crypto_enr7mo_3000","","","","","","","Age of menarche (in years)","","","","","","","","","","","","","","","",""
15,"calcium","ext_crypto_enr7mo_3000::calcium","ext_crypto_enr7mo_3000","","","","","","","Calcium (History of any supplementation during THIS pregnancy)","","","","","","","","","","","","","","","",""
20,"doc","ext_crypto_enr7mo_3000::doc","ext_crypto_enr7mo_3000","","","","","","","Date of collection (DD/MM/YYYY)","","","","","","","","","","","","","","","",""
3,"doe","ext_crypto_enr7mo_3000::doe","ext_crypto_enr7mo_3000","","","","","","","Date of Enrollment","","","","","","","","","","","","","","","",""
14,"folic","ext_crypto_enr7mo_3000::folic","ext_crypto_enr7mo_3000","","","","","","","Folic acid (History of any supplementation during THIS pregnancy)","","","","","","","","","","","","","","","",""
23,"ht","ext_crypto_enr7mo_3000::ht","ext_crypto_enr7mo_3000","","","","","","","Height in cm (at 7 mos)","","","","","","","","","","","","","","","",""
13,"iron","ext_crypto_enr7mo_3000::iron","ext_crypto_enr7mo_3000","","","","","","","Iron (History of any supplementation during THIS pregnancy)","","","","","","","","","","","","","","","",""
24,"muac","ext_crypto_enr7mo_3000::muac","ext_crypto_enr7mo_3000","","","","","","","MUAC in cm (at 7 mos)","","","","","","","","","","","","","","","",""
10,"n_living","ext_crypto_enr7mo_3000::n_living","ext_crypto_enr7mo_3000","","","","","","","Total live births in lifetime (except this pregnancy)","","","","","","","","","","","","","","","",""
6,"n_marr","ext_crypto_enr7mo_3000::n_marr","ext_crypto_enr7mo_3000","","","","","","","Number of marriages","","","","","","","","","","","","","","","",""
11,"n_stillb","ext_crypto_enr7mo_3000::n_stillb","ext_crypto_enr7mo_3000","","","","","","","Number of still birth/death/ abortion/Menstrual regulation (MR), Dilation, Evacuation and Curettage (DE&C)","","","","","","","","","","","","","","","",""
4,"place","ext_crypto_enr7mo_3000::place","ext_crypto_enr7mo_3000","","","","","","","Place of enrollment","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_enr7mo_3000::site","ext_crypto_enr7mo_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
18,"specify","ext_crypto_enr7mo_3000::specify","ext_crypto_enr7mo_3000","","","","","","","If Q11f (other) yes then specify.","","","","","","","","","","","","","","","",""
17,"supple_o","ext_crypto_enr7mo_3000::supple_o","ext_crypto_enr7mo_3000","","","","","","","Other (History of any supplementation during THIS pregnancy)","","","","","","","","","","","","","","","",""
19,"tt","ext_crypto_enr7mo_3000::tt","ext_crypto_enr7mo_3000","","","","","","","Number of Tetanus Toxoid (TT) doses received during THIS pregnancy","","","","","","","","","","","","","","","",""
16,"vitamin","ext_crypto_enr7mo_3000::vitamin","ext_crypto_enr7mo_3000","","","","","","","Vitamin A (History of any supplementation during THIS pregnancy)","","","","","","","","","","","","","","","",""
21,"vtype","ext_crypto_enr7mo_3000::vtype","ext_crypto_enr7mo_3000","","","","","","","Anthro Number is [AN0]. (at 7th month of pregnancy)","","","","","","","","","","","","","","","",""
22,"wt","ext_crypto_enr7mo_3000::wt","ext_crypto_enr7mo_3000","","","","","","","Weight in kg (at 7 mos)","","","","","","","","","","","","","","","",""
12,"zinc","ext_crypto_enr7mo_3000::zinc","ext_crypto_enr7mo_3000","","","","","","","Zinc (History of any supplementation during THIS pregnancy)","","","","","","","","","","","","","","","",""
4,"an_num","ext_crypto_manthro_2000::an_num","ext_crypto_manthro_2000","","","","","","","Anthro Number","","","","","","","","","","","","","","","",""
7,"bmi","ext_crypto_manthro_2000::bmi","ext_crypto_manthro_2000","","","","","","","BMI","","","","","","","","","","","","","","","",""
3,"doc","ext_crypto_manthro_2000::doc","ext_crypto_manthro_2000","","","","","","","Date of collection;","","","","","","","","","","","","","","","",""
6,"ht","ext_crypto_manthro_2000::ht","ext_crypto_manthro_2000","","","","","","","Height in cm","","","","","","","","","","","","","","","",""
8,"muac","ext_crypto_manthro_2000::muac","ext_crypto_manthro_2000","","","","","","","Muac in cm","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_manthro_2000::site","ext_crypto_manthro_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
5,"wt","ext_crypto_manthro_2000::wt","ext_crypto_manthro_2000","","","","","","","Weight in Kg.","","","","","","","","","","","","","","","",""
4,"an_num","ext_crypto_manthro_3000::an_num","ext_crypto_manthro_3000","","","","","","","Anthro Number","","","","","","","","","","","","","","","",""
7,"bmi","ext_crypto_manthro_3000::bmi","ext_crypto_manthro_3000","","","","","","","bmi","","","","","","","","","","","","","","","",""
3,"doc","ext_crypto_manthro_3000::doc","ext_crypto_manthro_3000","","","","","","","Date of collection","","","","","","","","","","","","","","","",""
6,"ht","ext_crypto_manthro_3000::ht","ext_crypto_manthro_3000","","","","","","","Height in cm","","","","","","","","","","","","","","","",""
8,"muac","ext_crypto_manthro_3000::muac","ext_crypto_manthro_3000","","","","","","","Muac in cm","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_manthro_3000::site","ext_crypto_manthro_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
5,"wt","ext_crypto_manthro_3000::wt","ext_crypto_manthro_3000","","","","","","","Weight in Kg","","","","","","","","","","","","","","","",""
6,"age","ext_crypto_menr_2000::age","ext_crypto_menr_2000","","","","","","","Age of woman (in years)","","","","","","","","","","","","","","","",""
10,"age1preg","ext_crypto_menr_2000::age1preg","ext_crypto_menr_2000","","","","","","","Age at first pregnancy (in years)","","","","","","","","","","","","","","","",""
8,"age_marr","ext_crypto_menr_2000::age_marr","ext_crypto_menr_2000","","","","","","","Age at first marriage (in years)","","","","","","","","","","","","","","","",""
9,"age_mena","ext_crypto_menr_2000::age_mena","ext_crypto_menr_2000","","","","","","","Age of menarche (in years)","","","","","","","","","","","","","","","",""
17,"calcium","ext_crypto_menr_2000::calcium","ext_crypto_menr_2000","","","","","","","Calcium","","","","","","","","","","","","","","","",""
13,"delivery","ext_crypto_menr_2000::delivery","ext_crypto_menr_2000","","","","","","","Current delivery status","","","","","","","","","","","","","","","",""
4,"dob_m","ext_crypto_menr_2000::dob_m","ext_crypto_menr_2000","","","","","","","Date of Birth of mother","","","","","","","","","","","","","","","",""
3,"doe","ext_crypto_menr_2000::doe","ext_crypto_menr_2000","","","","","","","Date of Enrollment","","","","","","","","","","","","","","","",""
16,"folic","ext_crypto_menr_2000::folic","ext_crypto_menr_2000","","","","","","","Folic acid","","","","","","","","","","","","","","","",""
15,"iron","ext_crypto_menr_2000::iron","ext_crypto_menr_2000","","","","","","","Iron","","","","","","","","","","","","","","","",""
11,"n_living","ext_crypto_menr_2000::n_living","ext_crypto_menr_2000","","","","","","","Total live births in lifetime (including the current one)","","","","","","","","","","","","","","","",""
7,"n_marr","ext_crypto_menr_2000::n_marr","ext_crypto_menr_2000","","","","","","","Number of marriages","","","","","","","","","","","","","","","",""
12,"n_stillb","ext_crypto_menr_2000::n_stillb","ext_crypto_menr_2000","","","","","","","Number of still birth/death/ abortion/Menstrual regulation (MR), Dilation, Evacuation and Curettage (DE&C)","","","","","","","","","","","","","","","",""
5,"place","ext_crypto_menr_2000::place","ext_crypto_menr_2000","","","","","","","Place of enrollment","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_menr_2000::site","ext_crypto_menr_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
20,"specify","ext_crypto_menr_2000::specify","ext_crypto_menr_2000","","","","","","","If Q11f (other) yes then specify.","","","","","","","","","","","","","","","",""
19,"supple_o","ext_crypto_menr_2000::supple_o","ext_crypto_menr_2000","","","","","","","Other supplements","","","","","","","","","","","","","","","",""
21,"tt","ext_crypto_menr_2000::tt","ext_crypto_menr_2000","","","","","","","Number of Tetanus Toxoid (TT) doses received during THIS pregnancy","","","","","","","","","","","","","","","",""
18,"vitamin","ext_crypto_menr_2000::vitamin","ext_crypto_menr_2000","","","","","","","Vitamin A","","","","","","","","","","","","","","","",""
14,"zinc","ext_crypto_menr_2000::zinc","ext_crypto_menr_2000","","","","","","","Zinc","","","","","","","","","","","","","","","",""
7,"aged","ext_crypto_mgmt_cranthz_2000::aged","ext_crypto_mgmt_cranthz_2000","","","","","","","Child age in days","","","","","","","","","","","","","","","",""
8,"agem","ext_crypto_mgmt_cranthz_2000::agem","ext_crypto_mgmt_cranthz_2000","","","","","","","Child age in months","","","","","","","","","","","","","","","",""
14,"baz","ext_crypto_mgmt_cranthz_2000::baz","ext_crypto_mgmt_cranthz_2000","","","","","","","WHO BMI for age Z score","","","","","","","","","","","","","","","",""
4,"dob","ext_crypto_mgmt_cranthz_2000::dob","ext_crypto_mgmt_cranthz_2000","","","","","","","Date of Birth","","","","","","","","","","","","","","","",""
3,"doc","ext_crypto_mgmt_cranthz_2000::doc","ext_crypto_mgmt_cranthz_2000","","","","","","","Date of measurement","","","","","","","","","","","","","","","",""
12,"haz","ext_crypto_mgmt_cranthz_2000::haz","ext_crypto_mgmt_cranthz_2000","","","","","","","WHO Height for age Z score","","","","","","","","","","","","","","","",""
10,"htcm","ext_crypto_mgmt_cranthz_2000::htcm","ext_crypto_mgmt_cranthz_2000","","","","","","","Height in Centimeter (CM).","","","","","","","","","","","","","","","",""
15,"muac","ext_crypto_mgmt_cranthz_2000::muac","ext_crypto_mgmt_cranthz_2000","","","","","","","Mid-upper-arm circumference in Centimeter (CM).","","","","","","","","","","","","","","","",""
16,"muacz","ext_crypto_mgmt_cranthz_2000::muacz","ext_crypto_mgmt_cranthz_2000","","","","","","","muacz","","","","","","","","","","","","","","","",""
5,"sex","ext_crypto_mgmt_cranthz_2000::sex","ext_crypto_mgmt_cranthz_2000","","","","","","","Gender of Child","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_mgmt_cranthz_2000::site","ext_crypto_mgmt_cranthz_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
6,"vtype","ext_crypto_mgmt_cranthz_2000::vtype","ext_crypto_mgmt_cranthz_2000","","","","","","","Visit type(Anthro information collected at following time)","","","","","","","","","","","","","","","",""
13,"waz","ext_crypto_mgmt_cranthz_2000::waz","ext_crypto_mgmt_cranthz_2000","","","","","","","WHO Weight for age Z score","","","","","","","","","","","","","","","",""
11,"whz","ext_crypto_mgmt_cranthz_2000::whz","ext_crypto_mgmt_cranthz_2000","","","","","","","WHO Weight for height Z score","","","","","","","","","","","","","","","",""
9,"wtkg","ext_crypto_mgmt_cranthz_2000::wtkg","ext_crypto_mgmt_cranthz_2000","","","","","","","Weight in Kilogram (KG).","","","","","","","","","","","","","","","",""
7,"aged","ext_crypto_mgmt_cranthz_3000::aged","ext_crypto_mgmt_cranthz_3000","","","","","","","Child age in days","","","","","","","","","","","","","","","",""
8,"agem","ext_crypto_mgmt_cranthz_3000::agem","ext_crypto_mgmt_cranthz_3000","","","","","","","Child age in months","","","","","","","","","","","","","","","",""
14,"baz","ext_crypto_mgmt_cranthz_3000::baz","ext_crypto_mgmt_cranthz_3000","","","","","","","WHO BMI for age Z score","","","","","","","","","","","","","","","",""
4,"dob","ext_crypto_mgmt_cranthz_3000::dob","ext_crypto_mgmt_cranthz_3000","","","","","","","Date of Birth","","","","","","","","","","","","","","","",""
3,"doc","ext_crypto_mgmt_cranthz_3000::doc","ext_crypto_mgmt_cranthz_3000","","","","","","","Date of visit","","","","","","","","","","","","","","","",""
12,"haz","ext_crypto_mgmt_cranthz_3000::haz","ext_crypto_mgmt_cranthz_3000","","","","","","","WHO Height for age Z score","","","","","","","","","","","","","","","",""
10,"htcm","ext_crypto_mgmt_cranthz_3000::htcm","ext_crypto_mgmt_cranthz_3000","","","","","","","Height in Centimeter (CM).","","","","","","","","","","","","","","","",""
15,"muac","ext_crypto_mgmt_cranthz_3000::muac","ext_crypto_mgmt_cranthz_3000","","","","","","","Mid-upper-arm circumference in Centimeter (CM).","","","","","","","","","","","","","","","",""
16,"muacz","ext_crypto_mgmt_cranthz_3000::muacz","ext_crypto_mgmt_cranthz_3000","","","","","","","muacz","","","","","","","","","","","","","","","",""
5,"sex","ext_crypto_mgmt_cranthz_3000::sex","ext_crypto_mgmt_cranthz_3000","","","","","","","Gender of Child","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_mgmt_cranthz_3000::site","ext_crypto_mgmt_cranthz_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
6,"vtype","ext_crypto_mgmt_cranthz_3000::vtype","ext_crypto_mgmt_cranthz_3000","","","","","","","Visit type(Anthro information collected at following time)","","","","","","","","","","","","","","","",""
13,"waz","ext_crypto_mgmt_cranthz_3000::waz","ext_crypto_mgmt_cranthz_3000","","","","","","","WHO Weight for age Z score","","","","","","","","","","","","","","","",""
11,"whz","ext_crypto_mgmt_cranthz_3000::whz","ext_crypto_mgmt_cranthz_3000","","","","","","","WHO Weight for height Z score","","","","","","","","","","","","","","","",""
9,"wtkg","ext_crypto_mgmt_cranthz_3000::wtkg","ext_crypto_mgmt_cranthz_3000","","","","","","","Weight in Kilogram (KG)","","","","","","","","","","","","","","","",""
4,"dirend","ext_crypto_mgmt_diarepi_dur_2000::dirend","ext_crypto_mgmt_diarepi_dur_2000","","","","","","","End Date of diarrhea for this episode","","","","","","","","","","","","","","","",""
3,"dirstrt","ext_crypto_mgmt_diarepi_dur_2000::dirstrt","ext_crypto_mgmt_diarepi_dur_2000","","","","","","","First date of diarrhea for this episode","","","","","","","","","","","","","","","",""
5,"duration","ext_crypto_mgmt_diarepi_dur_2000::duration","ext_crypto_mgmt_diarepi_dur_2000","","","","","","","Duration of diarrhea during the episode _ includes non-diarrheal days if < 2days during the episode","","","","","","","","","","","","","","","",""
2,"epinum","ext_crypto_mgmt_diarepi_dur_2000::epinum","ext_crypto_mgmt_diarepi_dur_2000","","","","","","","Episode number","","","","","","","","","","","","","","","",""
6,"depidays","ext_crypto_mgmt_diarepi_dur_3000::depidays","ext_crypto_mgmt_diarepi_dur_3000","","","","","","","Actual count of diarrheal days during the episode","","","","","","","","","","","","","","","",""
4,"dirend","ext_crypto_mgmt_diarepi_dur_3000::dirend","ext_crypto_mgmt_diarepi_dur_3000","","","","","","","End Date of diarrhea for this episode","","","","","","","","","","","","","","","",""
3,"dirstrt","ext_crypto_mgmt_diarepi_dur_3000::dirstrt","ext_crypto_mgmt_diarepi_dur_3000","","","","","","","First date of diarrhea for this episode","","","","","","","","","","","","","","","",""
5,"duration","ext_crypto_mgmt_diarepi_dur_3000::duration","ext_crypto_mgmt_diarepi_dur_3000","","","","","","","Duration of diarrhea during the episode _ includes non-diarrheal days if < 2days during the episode","","","","","","","","","","","","","","","",""
2,"epinum","ext_crypto_mgmt_diarepi_dur_3000::epinum","ext_crypto_mgmt_diarepi_dur_3000","","","","","","","Episode number","","","","","","","","","","","","","","","",""
6,"cryctrt","ext_crypto_ms_rt_2000::cryctrt","ext_crypto_ms_rt_2000","","","","","","","Cryptosporidium Real time PCR value. Positive value is Cryctrt>0.0","","","","","","","","","","","","","","","",""
5,"doc","ext_crypto_ms_rt_2000::doc","ext_crypto_ms_rt_2000","","","","","","","Date of collection.","","","","","","","","","","","","","","","",""
7,"ehctrt","ext_crypto_ms_rt_2000::ehctrt","ext_crypto_ms_rt_2000","","","","","","","E.Histolitica Real time PCR value. Positive value is Cryctrt>0.0","","","","","","","","","","","","","","","",""
8,"giactrt","ext_crypto_ms_rt_2000::giactrt","ext_crypto_ms_rt_2000","","","","","","","Giardia Real time PCR value. Positive value is Cryctrt>0.0","","","","","","","","","","","","","","","",""
3,"msno","ext_crypto_ms_rt_2000::msno","ext_crypto_ms_rt_2000","","","","","","","Sample no","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_ms_rt_2000::site","ext_crypto_ms_rt_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_ms_rt_2000::specid","ext_crypto_ms_rt_2000","","","","","","","Monthly stool specimen ID (Monthly stool code =10)                                          [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
6,"cryctrt","ext_crypto_ms_rt_3000::cryctrt","ext_crypto_ms_rt_3000","","","","","","","Cryptosporidium Real time PCR value. Positive value is Cryctrt>0.0","","","","","","","","","","","","","","","",""
5,"doc","ext_crypto_ms_rt_3000::doc","ext_crypto_ms_rt_3000","","","","","","","Date of collection.","","","","","","","","","","","","","","","",""
7,"ehctrt","ext_crypto_ms_rt_3000::ehctrt","ext_crypto_ms_rt_3000","","","","","","","E.Histolitica Real time PCR value. Positive value is Cryctrt>0.0","","","","","","","","","","","","","","","",""
8,"giactrt","ext_crypto_ms_rt_3000::giactrt","ext_crypto_ms_rt_3000","","","","","","","Giardia Real time PCR value. Positive value is Cryctrt>0.0","","","","","","","","","","","","","","","",""
3,"msno","ext_crypto_ms_rt_3000::msno","ext_crypto_ms_rt_3000","","","","","","","Sample no","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_ms_rt_3000::site","ext_crypto_ms_rt_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_ms_rt_3000::specid","ext_crypto_ms_rt_3000","","","","","","","Monthly stool specimen ID (Monthly stool code =10)   [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
12,"eligible","ext_crypto_mscr_2000::eligible","ext_crypto_mscr_2000","","","","","","","Is mother eligible to participate in the study?","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_mscr_2000::site","ext_crypto_mscr_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_scr7mo_3000::site","ext_crypto_scr7mo_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
49,"agent_a","ext_crypto_ses_2000::agent_a","ext_crypto_ses_2000","","","","","","","Hand Washing Practice:  Type of agent use in hand washing before /after FEEDING.","","","","","","","","","","","","","","","",""
52,"agent_b","ext_crypto_ses_2000::agent_b","ext_crypto_ses_2000","","","","","","","EATING: codes same as AGENT_A","","","","","","","","","","","","","","","",""
55,"agent_c","ext_crypto_ses_2000::agent_c","ext_crypto_ses_2000","","","","","","","DEFECATING: codes same as AGENT_A","","","","","","","","","","","","","","","",""
58,"agent_d","ext_crypto_ses_2000::agent_d","ext_crypto_ses_2000","","","","","","","CLEANING infants bottle : codes same as AGENT_A","","","","","","","","","","","","","","","",""
61,"agent_e","ext_crypto_ses_2000::agent_e","ext_crypto_ses_2000","","","","","","","CLEANING infant's anus:  codes same as AGENT_A","","","","","","","","","","","","","","","",""
32,"almirah","ext_crypto_ses_2000::almirah","ext_crypto_ses_2000","","","","","","","Almeria","","","","","","","","","","","","","","","",""
35,"bench","ext_crypto_ses_2000::bench","ext_crypto_ses_2000","","","","","","","Bench","","","","","","","","","","","","","","","",""
40,"bl_cycle","ext_crypto_ses_2000::bl_cycle","ext_crypto_ses_2000","","","","","","","Bicycle","","","","","","","","","","","","","","","",""
34,"chair","ext_crypto_ses_2000::chair","ext_crypto_ses_2000","","","","","","","Chair","","","","","","","","","","","","","","","",""
5,"children","ext_crypto_ses_2000::children","ext_crypto_ses_2000","","","","","","","Number of living children.","","","","","","","","","","","","","","","",""
37,"cot","ext_crypto_ses_2000::cot","ext_crypto_ses_2000","","","","","","","Cot or bed","","","","","","","","","","","","","","","",""
3,"doi","ext_crypto_ses_2000::doi","ext_crypto_ses_2000","","","","","","","Date of Interview","","","","","","","","","","","","","","","",""
69,"drain","ext_crypto_ses_2000::drain","ext_crypto_ses_2000","","","","","","","Open drain beside your house.","","","","","","","","","","","","","","","",""
29,"electric","ext_crypto_ses_2000::electric","ext_crypto_ses_2000","","","","","","","Electricity","","","","","","","","","","","","","","","",""
22,"expn","ext_crypto_ses_2000::expn","ext_crypto_ses_2000","","","","","","","Monthly Total expenditure (in taka)","","","","","","","","","","","","","","","",""
12,"f_edu","ext_crypto_ses_2000::f_edu","ext_crypto_ses_2000","","","","","","","Father education (please see code list in worksheet """"""""SES_OCCU_EDU_CODES"""""""")","","","","","","","","","","","","","","","",""
14,"f_occu","ext_crypto_ses_2000::f_occu","ext_crypto_ses_2000","","","","","","","Father occupation (please see code list in worksheet """"""""SES_OCCU_EDU_CODES"""""""")","","","","","","","","","","","","","","","",""
10,"family_tp","ext_crypto_ses_2000::family_tp","ext_crypto_ses_2000","","","","","","","Family type","","","","","","","","","","","","","","","",""
43,"fan","ext_crypto_ses_2000::fan","ext_crypto_ses_2000","","","","","","","Fan","","","","","","","","","","","","","","","",""
26,"floor","ext_crypto_ses_2000::floor","ext_crypto_ses_2000","","","","","","","What is the principal type of flooring in your dwelling?","","","","","","","","","","","","","","","",""
68,"fuel","ext_crypto_ses_2000::fuel","ext_crypto_ses_2000","","","","","","","Type of cooking fuel.","","","","","","","","","","","","","","","",""
30,"gas","ext_crypto_ses_2000::gas","ext_crypto_ses_2000","","","","","","","Cooking Gas","","","","","","","","","","","","","","","",""
18,"h_income","ext_crypto_ses_2000::h_income","ext_crypto_ses_2000","","","","","","","Household (HH) head income","","","","","","","","","","","","","","","",""
48,"hh_class","ext_crypto_ses_2000::hh_class","ext_crypto_ses_2000","","","","","","","In terms of household food availability, how do you classify your house                            ","","","","","","","","","","","","","","","",""
46,"hh_drink","ext_crypto_ses_2000::hh_drink","ext_crypto_ses_2000","","","","","","","What is the principal source of household drinking water?","","","","","","","","","","","","","","","",""
24,"hh_expen","ext_crypto_ses_2000::hh_expen","ext_crypto_ses_2000","","","","","","","Family expenditure: (Food, Cloths, Utility bills i.e. electricity, Gas, water)","","","","","","","","","","","","","","","",""
7,"hh_live","ext_crypto_ses_2000::hh_live","ext_crypto_ses_2000","","","","","","","How long have you lived in current household in years?","","","","","","","","","","","","","","","",""
23,"hh_rent","ext_crypto_ses_2000::hh_rent","ext_crypto_ses_2000","","","","","","","House rent","","","","","","","","","","","","","","","",""
50,"how_a","ext_crypto_ses_2000::how_a","ext_crypto_ses_2000","","","","","","","How to wash hand before/after FEEDING.","","","","","","","","","","","","","","","",""
53,"how_b","ext_crypto_ses_2000::how_b","ext_crypto_ses_2000","","","","","","","EATING: codes same as HOW_A","","","","","","","","","","","","","","","",""
56,"how_c","ext_crypto_ses_2000::how_c","ext_crypto_ses_2000","","","","","","","DEFECATING:  codes same as HOW_A","","","","","","","","","","","","","","","",""
59,"how_d","ext_crypto_ses_2000::how_d","ext_crypto_ses_2000","","","","","","","CLEANING infants bottle : codes same as HOW_A","","","","","","","","","","","","","","","",""
62,"how_e","ext_crypto_ses_2000::how_e","ext_crypto_ses_2000","","","","","","","CLEANING infant's anus:  codes same as HOW_A","","","","","","","","","","","","","","","",""
17,"income","ext_crypto_ses_2000::income","ext_crypto_ses_2000","","","","","","","Total monthly Income (in taka). **Calculating answer to 12a. Add all incomes together and put total income.","","","","","","","","","","","","","","","",""
67,"kitchen","ext_crypto_ses_2000::kitchen","ext_crypto_ses_2000","","","","","","","Place for cooking for household.","","","","","","","","","","","","","","","",""
13,"m_edu","ext_crypto_ses_2000::m_edu","ext_crypto_ses_2000","","","","","","","Mother education (please see code list in worksheet """"""""SES_OCCU_EDU_CODES"""""""")","","","","","","","","","","","","","","","",""
19,"m_income","ext_crypto_ses_2000::m_income","ext_crypto_ses_2000","","","","","","","Mother's income: If HH head, enter zeros","","","","","","","","","","","","","","","",""
15,"m_occu","ext_crypto_ses_2000::m_occu","ext_crypto_ses_2000","","","","","","","Mother occupation (please see code list in worksheet """"""""SES_OCCU_EDU_CODES"""""""")","","","","","","","","","","","","","","","",""
11,"maid","ext_crypto_ses_2000::maid","ext_crypto_ses_2000","","","","","","","Household domestic workers (maid).","","","","","","","","","","","","","","","",""
