variable	variable2	values	mappedTerms	valueOrder
ext_crypto_cr_ds_3000::specid	ext_crypto_cr_ds_3000::specid	NA	NA	
ext_crypto_cr_ga_3000::ga_wks	ext_crypto_cr_ga_3000::ga_wks	NA	NA	
ext_crypto_cr_gaa_2000::doi	ext_crypto_cr_gaa_2000::doi	NA	NA	
ext_crypto_cr_gaa_2000::g_age	ext_crypto_cr_gaa_2000::g_age	NA	NA	
ext_crypto_cr_gaa_2000::heel	ext_crypto_cr_gaa_2000::heel	NA	NA	
ext_crypto_cr_gaa_2000::score	ext_crypto_cr_gaa_2000::score	NA	NA	
ext_crypto_cr_mbl_2000::specid	ext_crypto_cr_mbl_2000::specid	NA	NA	
ext_crypto_cr_mbl_3000::specid	ext_crypto_cr_mbl_3000::specid	NA	NA	
ext_crypto_cr_mbm_2000::specid	ext_crypto_cr_mbm_2000::specid	NA	NA	
ext_crypto_cr_mbm_3000::specid	ext_crypto_cr_mbm_3000::specid	NA	NA	
ext_crypto_cr_ms_2000::msno	ext_crypto_cr_ms_2000::msno	NA	NA	
ext_crypto_cr_ms_2000::specid	ext_crypto_cr_ms_2000::specid	NA	NA	
ext_crypto_cr_ms_3000::msno	ext_crypto_cr_ms_3000::msno	NA	NA	
ext_crypto_cr_ms_3000::specid	ext_crypto_cr_ms_3000::specid	NA	NA	
ext_crypto_cr_msf_3000::specid	ext_crypto_cr_msf_3000::specid	NA	NA	
ext_crypto_cr_ter_2000::doi	ext_crypto_cr_ter_2000::doi	NA	NA	
ext_crypto_cr_ter_2000::dtdsc	ext_crypto_cr_ter_2000::dtdsc	NA	NA	
ext_crypto_cr_ter_3000::doi	ext_crypto_cr_ter_3000::doi	NA	NA	
ext_crypto_cr_ter_3000::dtdsc	ext_crypto_cr_ter_3000::dtdsc	NA	NA	
ext_crypto_ds_rt_2000::cryctrt	ext_crypto_ds_rt_2000::cryctrt	NA	NA	
ext_crypto_ds_rt_2000::doc	ext_crypto_ds_rt_2000::doc	NA	NA	
ext_crypto_ds_rt_2000::dsno	ext_crypto_ds_rt_2000::dsno	NA	NA	
ext_crypto_ds_rt_2000::ehctrt	ext_crypto_ds_rt_2000::ehctrt	NA	NA	
ext_crypto_ds_rt_2000::giactrt	ext_crypto_ds_rt_2000::giactrt	NA	NA	
ext_crypto_ds_rt_2000::specid	ext_crypto_ds_rt_2000::specid	NA	NA	
ext_crypto_ds_rt_3000::cryctrt	ext_crypto_ds_rt_3000::cryctrt	NA	NA	
ext_crypto_ds_rt_3000::doc	ext_crypto_ds_rt_3000::doc	NA	NA	
ext_crypto_ds_rt_3000::dsno	ext_crypto_ds_rt_3000::dsno	NA	NA	
ext_crypto_ds_rt_3000::ehctrt	ext_crypto_ds_rt_3000::ehctrt	NA	NA	
ext_crypto_ds_rt_3000::giactrt	ext_crypto_ds_rt_3000::giactrt	NA	NA	
ext_crypto_ds_rt_3000::specid	ext_crypto_ds_rt_3000::specid	NA	NA	
ext_crypto_dsmicro_2000::doc	ext_crypto_dsmicro_2000::doc	NA	NA	
ext_crypto_dsmicro_2000::dsno	ext_crypto_dsmicro_2000::dsno	NA	NA	
ext_crypto_dsmicro_2000::specid	ext_crypto_dsmicro_2000::specid	NA	NA	
ext_crypto_dsmicro_3000::doc	ext_crypto_dsmicro_3000::doc	NA	NA	
ext_crypto_dsmicro_3000::dsno	ext_crypto_dsmicro_3000::dsno	NA	NA	
ext_crypto_dsmicro_3000::specid	ext_crypto_dsmicro_3000::specid	NA	NA	
ext_crypto_enr7mo_3000::age	ext_crypto_enr7mo_3000::age	NA	NA	
ext_crypto_enr7mo_3000::age_marr	ext_crypto_enr7mo_3000::age_marr	NA	NA	
ext_crypto_enr7mo_3000::age_mena	ext_crypto_enr7mo_3000::age_mena	NA	NA	
ext_crypto_enr7mo_3000::age1preg	ext_crypto_enr7mo_3000::age1preg	NA	NA	
ext_crypto_enr7mo_3000::doc	ext_crypto_enr7mo_3000::doc	NA	NA	
ext_crypto_enr7mo_3000::doe	ext_crypto_enr7mo_3000::doe	NA	NA	
ext_crypto_enr7mo_3000::ht	ext_crypto_enr7mo_3000::ht	NA	NA	
ext_crypto_enr7mo_3000::muac	ext_crypto_enr7mo_3000::muac	NA	NA	
ext_crypto_enr7mo_3000::n_living	ext_crypto_enr7mo_3000::n_living	NA	NA	
ext_crypto_enr7mo_3000::n_marr	ext_crypto_enr7mo_3000::n_marr	NA	NA	
ext_crypto_enr7mo_3000::n_stillb	ext_crypto_enr7mo_3000::n_stillb	NA	NA	
ext_crypto_enr7mo_3000::tt	ext_crypto_enr7mo_3000::tt	NA	NA	
ext_crypto_enr7mo_3000::vtype	ext_crypto_enr7mo_3000::vtype	NA	NA	
ext_crypto_enr7mo_3000::wt	ext_crypto_enr7mo_3000::wt	NA	NA	
ext_crypto_manthro_2000::bmi	ext_crypto_manthro_2000::bmi	NA	NA	
ext_crypto_manthro_3000::bmi	ext_crypto_manthro_3000::bmi	NA	NA	
ext_crypto_menr_2000::age	ext_crypto_menr_2000::age	NA	NA	
ext_crypto_menr_2000::age_marr	ext_crypto_menr_2000::age_marr	NA	NA	
ext_crypto_menr_2000::age_mena	ext_crypto_menr_2000::age_mena	NA	NA	
ext_crypto_menr_2000::age1preg	ext_crypto_menr_2000::age1preg	NA	NA	
ext_crypto_menr_2000::dob_m	ext_crypto_menr_2000::dob_m	NA	NA	
ext_crypto_menr_2000::doe	ext_crypto_menr_2000::doe	NA	NA	
ext_crypto_menr_2000::n_living	ext_crypto_menr_2000::n_living	NA	NA	
ext_crypto_menr_2000::n_marr	ext_crypto_menr_2000::n_marr	NA	NA	
ext_crypto_menr_2000::n_stillb	ext_crypto_menr_2000::n_stillb	NA	NA	
ext_crypto_menr_2000::tt	ext_crypto_menr_2000::tt	NA	NA	
ext_crypto_mgmt_cranthz_2000::dob	ext_crypto_mgmt_cranthz_2000::dob	NA	NA	
ext_crypto_mgmt_cranthz_2000::doc	ext_crypto_mgmt_cranthz_2000::doc	NA	NA	
ext_crypto_mgmt_cranthz_2000::muacz	ext_crypto_mgmt_cranthz_2000::muacz	NA	NA	
ext_crypto_mgmt_cranthz_3000::aged	ext_crypto_mgmt_cranthz_3000::aged	NA	NA	
ext_crypto_mgmt_cranthz_3000::dob	ext_crypto_mgmt_cranthz_3000::dob	NA	NA	
ext_crypto_mgmt_cranthz_3000::doc	ext_crypto_mgmt_cranthz_3000::doc	NA	NA	
ext_crypto_mgmt_cranthz_3000::muacz	ext_crypto_mgmt_cranthz_3000::muacz	NA	NA	
ext_crypto_mgmt_diarepi_dur_2000::dirend	ext_crypto_mgmt_diarepi_dur_2000::dirend	NA	NA	
ext_crypto_mgmt_diarepi_dur_2000::dirstrt	ext_crypto_mgmt_diarepi_dur_2000::dirstrt	NA	NA	
ext_crypto_mgmt_diarepi_dur_2000::duration	ext_crypto_mgmt_diarepi_dur_2000::duration	NA	NA	
ext_crypto_mgmt_diarepi_dur_2000::epinum	ext_crypto_mgmt_diarepi_dur_2000::epinum	NA	NA	
ext_crypto_mgmt_diarepi_dur_3000::depidays	ext_crypto_mgmt_diarepi_dur_3000::depidays	NA	NA	
ext_crypto_mgmt_diarepi_dur_3000::dirend	ext_crypto_mgmt_diarepi_dur_3000::dirend	NA	NA	
ext_crypto_mgmt_diarepi_dur_3000::dirstrt	ext_crypto_mgmt_diarepi_dur_3000::dirstrt	NA	NA	
ext_crypto_mgmt_diarepi_dur_3000::duration	ext_crypto_mgmt_diarepi_dur_3000::duration	NA	NA	
ext_crypto_mgmt_diarepi_dur_3000::epinum	ext_crypto_mgmt_diarepi_dur_3000::epinum	NA	NA	
ext_crypto_ms_rt_2000::cryctrt	ext_crypto_ms_rt_2000::cryctrt	NA	NA	
ext_crypto_ms_rt_2000::doc	ext_crypto_ms_rt_2000::doc	NA	NA	
ext_crypto_ms_rt_2000::ehctrt	ext_crypto_ms_rt_2000::ehctrt	NA	NA	
ext_crypto_ms_rt_2000::giactrt	ext_crypto_ms_rt_2000::giactrt	NA	NA	
ext_crypto_ms_rt_2000::msno	ext_crypto_ms_rt_2000::msno	NA	NA	
ext_crypto_ms_rt_2000::specid	ext_crypto_ms_rt_2000::specid	NA	NA	
ext_crypto_ms_rt_3000::cryctrt	ext_crypto_ms_rt_3000::cryctrt	NA	NA	
ext_crypto_ms_rt_3000::doc	ext_crypto_ms_rt_3000::doc	NA	NA	
ext_crypto_ms_rt_3000::ehctrt	ext_crypto_ms_rt_3000::ehctrt	NA	NA	
ext_crypto_ms_rt_3000::giactrt	ext_crypto_ms_rt_3000::giactrt	NA	NA	
ext_crypto_ms_rt_3000::msno	ext_crypto_ms_rt_3000::msno	NA	NA	
ext_crypto_ms_rt_3000::specid	ext_crypto_ms_rt_3000::specid	NA	NA	
ext_crypto_ses_2000::agent_b	ext_crypto_ses_2000::agent_b	NA	NA	
ext_crypto_ses_2000::agent_c	ext_crypto_ses_2000::agent_c	NA	NA	
ext_crypto_ses_2000::agent_d	ext_crypto_ses_2000::agent_d	NA	NA	
ext_crypto_ses_2000::agent_e	ext_crypto_ses_2000::agent_e	NA	NA	
ext_crypto_ses_2000::children	ext_crypto_ses_2000::children	NA	NA	
ext_crypto_ses_2000::doi	ext_crypto_ses_2000::doi	NA	NA	
ext_crypto_ses_2000::expn	ext_crypto_ses_2000::expn	NA	NA	
ext_crypto_ses_2000::f_edu	ext_crypto_ses_2000::f_edu	NA	NA	
ext_crypto_ses_2000::f_occu	ext_crypto_ses_2000::f_occu	NA	NA	
ext_crypto_ses_2000::h_income	ext_crypto_ses_2000::h_income	NA	NA	
ext_crypto_ses_2000::hh_expen	ext_crypto_ses_2000::hh_expen	NA	NA	
ext_crypto_ses_2000::hh_rent	ext_crypto_ses_2000::hh_rent	NA	NA	
ext_crypto_ses_2000::how_b	ext_crypto_ses_2000::how_b	NA	NA	
ext_crypto_ses_2000::how_c	ext_crypto_ses_2000::how_c	NA	NA	
ext_crypto_ses_2000::how_d	ext_crypto_ses_2000::how_d	NA	NA	
ext_crypto_ses_2000::how_e	ext_crypto_ses_2000::how_e	NA	NA	
ext_crypto_ses_2000::income	ext_crypto_ses_2000::income	NA	NA	
ext_crypto_ses_2000::m_edu	ext_crypto_ses_2000::m_edu	NA	NA	
ext_crypto_ses_2000::m_income	ext_crypto_ses_2000::m_income	NA	NA	
ext_crypto_ses_2000::m_occu	ext_crypto_ses_2000::m_occu	NA	NA	
ext_crypto_ses_2000::member	ext_crypto_ses_2000::member	NA	NA	
ext_crypto_ses_2000::n_room	ext_crypto_ses_2000::n_room	NA	NA	
ext_crypto_ses_2000::o_expen	ext_crypto_ses_2000::o_expen	NA	NA	
ext_crypto_ses_2000::o_income	ext_crypto_ses_2000::o_income	NA	NA	
ext_crypto_ses_2000::ownhh	ext_crypto_ses_2000::ownhh	NA	NA	
ext_crypto_ses_2000::s_income	ext_crypto_ses_2000::s_income	NA	NA	
ext_crypto_ses_2000::sibling	ext_crypto_ses_2000::sibling	NA	NA	
ext_crypto_ses_2000::sleep	ext_crypto_ses_2000::sleep	NA	NA	
ext_crypto_ses_2000::souce_c	ext_crypto_ses_2000::souce_c	NA	NA	
ext_crypto_ses_2000::source_b	ext_crypto_ses_2000::source_b	NA	NA	
ext_crypto_ses_2000::source_d	ext_crypto_ses_2000::source_d	NA	NA	
ext_crypto_ses_2000::source_e	ext_crypto_ses_2000::source_e	NA	NA	
ext_crypto_ses_2000::toilet_sh	ext_crypto_ses_2000::toilet_sh	NA	NA	
ext_crypto_ses_3000::agent_b	ext_crypto_ses_3000::agent_b	NA	NA	
ext_crypto_ses_3000::agent_c	ext_crypto_ses_3000::agent_c	NA	NA	
ext_crypto_ses_3000::agent_d	ext_crypto_ses_3000::agent_d	NA	NA	
ext_crypto_ses_3000::agent_e	ext_crypto_ses_3000::agent_e	NA	NA	
ext_crypto_ses_3000::children	ext_crypto_ses_3000::children	NA	NA	
ext_crypto_ses_3000::expn	ext_crypto_ses_3000::expn	NA	NA	
ext_crypto_ses_3000::f_edu	ext_crypto_ses_3000::f_edu	NA	NA	
ext_crypto_ses_3000::f_occu	ext_crypto_ses_3000::f_occu	NA	NA	
ext_crypto_ses_3000::h_income	ext_crypto_ses_3000::h_income	NA	NA	
ext_crypto_ses_3000::hh_expen	ext_crypto_ses_3000::hh_expen	NA	NA	
ext_crypto_ses_3000::hh_rent	ext_crypto_ses_3000::hh_rent	NA	NA	
ext_crypto_ses_3000::how_b	ext_crypto_ses_3000::how_b	NA	NA	
ext_crypto_ses_3000::how_c	ext_crypto_ses_3000::how_c	NA	NA	
ext_crypto_ses_3000::how_d	ext_crypto_ses_3000::how_d	NA	NA	
ext_crypto_ses_3000::how_e	ext_crypto_ses_3000::how_e	NA	NA	
ext_crypto_ses_3000::income	ext_crypto_ses_3000::income	NA	NA	
ext_crypto_ses_3000::m_edu	ext_crypto_ses_3000::m_edu	NA	NA	
ext_crypto_ses_3000::m_income	ext_crypto_ses_3000::m_income	NA	NA	
ext_crypto_ses_3000::m_occu	ext_crypto_ses_3000::m_occu	NA	NA	
ext_crypto_ses_3000::member	ext_crypto_ses_3000::member	NA	NA	
ext_crypto_ses_3000::n_room	ext_crypto_ses_3000::n_room	NA	NA	
ext_crypto_ses_3000::o_expen	ext_crypto_ses_3000::o_expen	NA	NA	
ext_crypto_ses_3000::o_income	ext_crypto_ses_3000::o_income	NA	NA	
ext_crypto_ses_3000::ownhh	ext_crypto_ses_3000::ownhh	NA	NA	
ext_crypto_ses_3000::s_income	ext_crypto_ses_3000::s_income	NA	NA	
ext_crypto_ses_3000::sibling	ext_crypto_ses_3000::sibling	NA	NA	
ext_crypto_ses_3000::site	ext_crypto_ses_3000::site	NA	NA	
ext_crypto_ses_3000::sleep	ext_crypto_ses_3000::sleep	NA	NA	
ext_crypto_ses_3000::souce_c	ext_crypto_ses_3000::souce_c	NA	NA	
ext_crypto_ses_3000::source_b	ext_crypto_ses_3000::source_b	NA	NA	
ext_crypto_ses_3000::source_d	ext_crypto_ses_3000::source_d	NA	NA	
ext_crypto_ses_3000::source_e	ext_crypto_ses_3000::source_e	NA	NA	
ext_crypto_ses_3000::toilet_sh	ext_crypto_ses_3000::toilet_sh	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
NA	NA	NA	NA	
