variable	variable2	values	mappedTerms	valueOrder
gems1_huas_lite_data_kenya::offer_eat	gems1_huas_lite_data_kenya::offer_eat	5	NA/breastfed exclusively	5
gems1_huas_data::offr_drink	gems1_huas_data::offr_drink	0	:::UNDEF:::	
gems1_huas_data::offr_drink	gems1_huas_data::offr_drink	1	Usual	3
gems1_huas_data::offr_drink	gems1_huas_data::offr_drink	2	More than usual	4
gems1_huas_data::offr_drink	gems1_huas_data::offr_drink	3	Less than usual	2
gems1_huas_data::offr_eat	gems1_huas_data::offr_eat	0	:::UNDEF:::	
gems1_huas_data::offr_eat	gems1_huas_data::offr_eat	1	Usual
gems1_huas_data::offr_eat	gems1_huas_data::offr_eat	2	More than usual
gems1_huas_data::offr_eat	gems1_huas_data::offr_eat	3	Less than usual
gems1_huas_data::ors_work	gems1_huas_data::ors_work	1	No 	2
gems1_huas_data::ors_work	gems1_huas_data::ors_work	2	Yes	1
gems1_huas_data::ors_work	gems1_huas_data::ors_work	3	Don't know	3
gems1_huas_data::othrlose_earn	gems1_huas_data::othrlose_earn	0	:::UNDEF:::	
gems1_huas_data::othrlose_earn	gems1_huas_data::othrlose_earn	1	No	2
gems1_huas_data::othrlose_earn	gems1_huas_data::othrlose_earn	2	Yes	1
gems1_huas_data::othrlose_earn	gems1_huas_data::othrlose_earn	3	Don't know	4
gems1_huas_lite_data_kenya::outcome	gems1_huas_lite_data_kenya::outcome	0	:::UNDEF:::	
gems1_huas_lite_data_kenya::outcome	gems1_huas_lite_data_kenya::outcome	1	Resolved	1
gems1_huas_lite_data_kenya::outcome	gems1_huas_lite_data_kenya::outcome	2	Improved	2
gems1_huas_lite_data_kenya::outcome	gems1_huas_lite_data_kenya::outcome	3	Continuing	3
gems1_huas_lite_data_kenya::outcome	gems1_huas_lite_data_kenya::outcome	4	Worsening	4
gems1_huas_lite_data_kenya::outcome	gems1_huas_lite_data_kenya::outcome	5	Child died	5
gems1_huas_lite_data_6_sites::outcome	gems1_huas_lite_data_6_sites::outcome	0	:::UNDEF:::	
gems1_huas_lite_data_6_sites::outcome	gems1_huas_lite_data_6_sites::outcome	1	Resolved	1
gems1_huas_lite_data_6_sites::outcome	gems1_huas_lite_data_6_sites::outcome	2	Improved	2
gems1_huas_lite_data_6_sites::outcome	gems1_huas_lite_data_6_sites::outcome	3	Continuing	3
gems1_huas_lite_data_6_sites::outcome	gems1_huas_lite_data_6_sites::outcome	4	Worsening	4
gems1_huas_lite_data_6_sites::outcome	gems1_huas_lite_data_6_sites::outcome	5	Child died	5
gems1_huas_data::prevent_blood	gems1_huas_data::prevent_blood	1	No	2
gems1_huas_data::prevent_blood	gems1_huas_data::prevent_blood	2	Yes	1
gems1_huas_data::prevent_loose	gems1_huas_data::prevent_loose	1	No	2
gems1_huas_data::prevent_loose	gems1_huas_data::prevent_loose	2	Yes	1
gems1_huas_data::prevent_rice	gems1_huas_data::prevent_rice	1	No	2
gems1_huas_data::prevent_rice	gems1_huas_data::prevent_rice	2	Yes	1
gems1_huas_data::prim_schl	gems1_huas_data::prim_schl	1	No formal schooling	1
gems1_huas_data::prim_schl	gems1_huas_data::prim_schl	2	Less than primary	2
gems1_huas_data::prim_schl	gems1_huas_data::prim_schl	3	Completed primary	3
gems1_huas_data::prim_schl	gems1_huas_data::prim_schl	4	Post-secondary	4
gems1_huas_data::prim_schl	gems1_huas_data::prim_schl	5	Completed secondary	5
gems1_huas_data::prim_schl	gems1_huas_data::prim_schl	6	Religious education only	6
gems1_huas_lite_data_kenya::primcare	gems1_huas_lite_data_kenya::primcare	1	No	2
gems1_huas_lite_data_kenya::primcare	gems1_huas_lite_data_kenya::primcare	2	Yes	1
gems1_huas_data::primcare	gems1_huas_data::primcare	1	No	2
gems1_huas_data::primcare	gems1_huas_data::primcare	2	Yes	1
gems1_huas_lite_data_6_sites::primcare	gems1_huas_lite_data_6_sites::primcare	1	No	2
gems1_huas_lite_data_6_sites::primcare	gems1_huas_lite_data_6_sites::primcare	2	Yes	1
gems1_huas_data::q27_eyes_skin	gems1_huas_data::q27_eyes_skin	1	Sunken eyes only	1
gems1_huas_data::q27_eyes_skin	gems1_huas_data::q27_eyes_skin	2	Wrinkled skin only	2
gems1_huas_data::q27_eyes_skin	gems1_huas_data::q27_eyes_skin	3	Sunken eyes and wrinkled skin	3
gems1_huas_data::q27_eyes_skin	gems1_huas_data::q27_eyes_skin	4	Neither	4
gems1_huas_data::q27_eyes_skin	gems1_huas_data::q27_eyes_skin	5	Unknown	5
gems1_huas_data::q31_healer	gems1_huas_data::q31_healer	1	Yes	1
gems1_huas_data::q31_healer	gems1_huas_data::q31_healer	2	No	2
gems1_huas_data::q31_healer	gems1_huas_data::q31_healer	3	No diarrhea in last 2 weeks	3
gems1_huas_data::q31_healthctr	gems1_huas_data::q31_healthctr	1	Yes	1
gems1_huas_data::q31_healthctr	gems1_huas_data::q31_healthctr	2	No	2
gems1_huas_data::q31_healthctr	gems1_huas_data::q31_healthctr	3	No diarrhea in last 2 weeks	3
gems1_huas_data::q31_nonsentinel	gems1_huas_data::q31_nonsentinel	1	Yes	1
gems1_huas_data::q31_nonsentinel	gems1_huas_data::q31_nonsentinel	2	No	2
gems1_huas_data::q31_nonsentinel	gems1_huas_data::q31_nonsentinel	3	No diarrhea in last 2 weeks	3
gems1_huas_data::q31_professional	gems1_huas_data::q31_professional	1	Yes	1
gems1_huas_data::q31_professional	gems1_huas_data::q31_professional	2	No	2
gems1_huas_data::q31_professional	gems1_huas_data::q31_professional	3	No diarrhea in last 2 weeks	3
gems1_huas_data::q31_sentinel	gems1_huas_data::q31_sentinel	1	Yes	1
gems1_huas_data::q31_sentinel	gems1_huas_data::q31_sentinel	2	No	2
gems1_huas_data::q31_sentinel	gems1_huas_data::q31_sentinel	3	No diarrhea in last 2 weeks	3
gems1_huas_data::q32_dayseek	gems1_huas_data::q32_dayseek	1	Yes	1
gems1_huas_data::q32_dayseek	gems1_huas_data::q32_dayseek	2	No	2
gems1_huas_data::q32_dayseek	gems1_huas_data::q32_dayseek	3	No diarrhea	3
gems1_huas_data::relation	gems1_huas_data::relation	1	Mother	1
gems1_huas_data::relation	gems1_huas_data::relation	2	Father	2
gems1_huas_data::relation	gems1_huas_data::relation	3	Sister	3
gems1_huas_data::relation	gems1_huas_data::relation	4	Brother	4
gems1_huas_data::relation	gems1_huas_data::relation	5	Grandmother	5
gems1_huas_data::relation	gems1_huas_data::relation	6	Grandfather	6
gems1_huas_data::relation	gems1_huas_data::relation	7	Aunt	7
gems1_huas_data::relation	gems1_huas_data::relation	8	Uncle	8
gems1_huas_data::relation	gems1_huas_data::relation	9	No relation	9
gems1_huas_data::relation	gems1_huas_data::relation	10	Other	10
gems1_huas_data::site	gems1_huas_data::site	1	The Gambia	1
gems1_huas_data::site	gems1_huas_data::site	2	Mali	2
gems1_huas_data::site	gems1_huas_data::site	3	Mozambique	3
gems1_huas_data::site	gems1_huas_data::site	4	Kenya	4
gems1_huas_data::site	gems1_huas_data::site	5	India	5
gems1_huas_data::site	gems1_huas_data::site	6	Bangladesh	6
gems1_huas_data::site	gems1_huas_data::site	7	Pakistan	7
gems1_huas_lite_data_6_sites::site	gems1_huas_lite_data_6_sites::site	1	The Gambia	1
gems1_huas_lite_data_6_sites::site	gems1_huas_lite_data_6_sites::site	2	Mali	2
gems1_huas_lite_data_6_sites::site	gems1_huas_lite_data_6_sites::site	3	Mozambique	3
gems1_huas_lite_data_6_sites::site	gems1_huas_lite_data_6_sites::site	4	Kenya	4
gems1_huas_lite_data_6_sites::site	gems1_huas_lite_data_6_sites::site	5	India	5
gems1_huas_lite_data_6_sites::site	gems1_huas_lite_data_6_sites::site	6	Bangladesh	6
gems1_huas_lite_data_6_sites::site	gems1_huas_lite_data_6_sites::site	7	Pakistan	7
gems1_huas_lite_data_kenya::site	gems1_huas_lite_data_kenya::site	4	Kenya	4
gems1_huas_lite_data_kenya::status	gems1_huas_lite_data_kenya::status	1	Conducted	
gems1_huas_data::status	gems1_huas_data::status	1	Conducted	
gems1_huas_lite_data_6_sites::status	gems1_huas_lite_data_6_sites::status	1	Conducted	
gems1_huas_lite_data_6_sites::status	gems1_huas_lite_data_6_sites::status	2	Not conducted	
gems1_huas_data::trnsport	gems1_huas_data::trnsport	0	:::UNDEF:::	
gems1_huas_data::trnsport	gems1_huas_data::trnsport	1	Walk	1
gems1_huas_data::trnsport	gems1_huas_data::trnsport	2	Commercial transport	2
gems1_huas_data::trnsport	gems1_huas_data::trnsport	3	Personal transport	3
gems1_huas_data::trnsport	gems1_huas_data::trnsport	4	Combination of the above	4
gems1_huas_data::trnsport_time	gems1_huas_data::trnsport_time	0	:::UNDEF:::	
gems1_huas_data::trnsport_time	gems1_huas_data::trnsport_time	1	Less than 15 minutes	1
gems1_huas_data::trnsport_time	gems1_huas_data::trnsport_time	2	15 minutes to half an hour	2
gems1_huas_data::trnsport_time	gems1_huas_data::trnsport_time	3	Half an hour to one hour	3
gems1_huas_data::trnsport_time	gems1_huas_data::trnsport_time	4	1 to 4 hours	4
gems1_huas_data::trnsport_time	gems1_huas_data::trnsport_time	5	More than 4 hours	5
gems1_huas_data::trnsport_time	gems1_huas_data::trnsport_time	6	Don't know	6
gems1_huas_data::trt_blood	gems1_huas_data::trt_blood	0	:::UNDEF:::	
gems1_huas_data::trt_blood	gems1_huas_data::trt_blood	1	No	2
gems1_huas_data::trt_blood	gems1_huas_data::trt_blood	2	Yes	1
gems1_huas_data::trt_blood	gems1_huas_data::trt_blood	3	Don't know	3
gems1_huas_data::trt_coma	gems1_huas_data::trt_coma	0	:::UNDEF:::	
gems1_huas_data::trt_coma	gems1_huas_data::trt_coma	1	No	2
gems1_huas_data::trt_coma	gems1_huas_data::trt_coma	2	Yes	1
gems1_huas_data::trt_coma	gems1_huas_data::trt_coma	3	Don't know	3
gems1_huas_data::trt_decurin	gems1_huas_data::trt_decurin	0	:::UNDEF:::	
gems1_huas_data::trt_decurin	gems1_huas_data::trt_decurin	1	No	2
gems1_huas_data::trt_decurin	gems1_huas_data::trt_decurin	2	Yes	1
gems1_huas_data::trt_decurin	gems1_huas_data::trt_decurin	3	Don't know	3
gems1_huas_data::trt_dehydr	gems1_huas_data::trt_dehydr	0	:::UNDEF:::	
gems1_huas_data::trt_dehydr	gems1_huas_data::trt_dehydr	1	No	2
gems1_huas_data::trt_dehydr	gems1_huas_data::trt_dehydr	2	Yes	1
gems1_huas_data::trt_dehydr	gems1_huas_data::trt_dehydr	3	Don't know	3
gems1_huas_data::trt_dry	gems1_huas_data::trt_dry	0	:::UNDEF:::	
gems1_huas_data::trt_dry	gems1_huas_data::trt_dry	1	No	2
gems1_huas_data::trt_dry	gems1_huas_data::trt_dry	2	Yes	1
gems1_huas_data::trt_dry	gems1_huas_data::trt_dry	3	Don't know	3
gems1_huas_data::trt_fever	gems1_huas_data::trt_fever	0	:::UNDEF:::	
gems1_huas_data::trt_fever	gems1_huas_data::trt_fever	1	No	2
gems1_huas_data::trt_fever	gems1_huas_data::trt_fever	2	Yes	1
gems1_huas_data::trt_fever	gems1_huas_data::trt_fever	3	Don't know	3
gems1_huas_data::trt_lethrgy	gems1_huas_data::trt_lethrgy	0	:::UNDEF:::	
gems1_huas_data::trt_lethrgy	gems1_huas_data::trt_lethrgy	1	No	2
gems1_huas_data::trt_lethrgy	gems1_huas_data::trt_lethrgy	2	Yes	1
gems1_huas_data::trt_lethrgy	gems1_huas_data::trt_lethrgy	3	Don't know	3
gems1_huas_data::trt_loose710	gems1_huas_data::trt_loose710	0	:::UNDEF:::	
gems1_huas_data::trt_loose710	gems1_huas_data::trt_loose710	1	No	2
gems1_huas_data::trt_loose710	gems1_huas_data::trt_loose710	2	Yes	1
gems1_huas_data::trt_loose710	gems1_huas_data::trt_loose710	3	Don't know	3
gems1_huas_data::trt_looseg10	gems1_huas_data::trt_looseg10	0	:::UNDEF:::	
gems1_huas_data::trt_looseg10	gems1_huas_data::trt_looseg10	1	No	2
gems1_huas_data::trt_looseg10	gems1_huas_data::trt_looseg10	2	Yes	1
gems1_huas_data::trt_looseg10	gems1_huas_data::trt_looseg10	3	Don't know	3
gems1_huas_data::trt_loosel6	gems1_huas_data::trt_loosel6	0	:::UNDEF:::	
gems1_huas_data::trt_loosel6	gems1_huas_data::trt_loosel6	1	No	2
gems1_huas_data::trt_loosel6	gems1_huas_data::trt_loosel6	2	Yes	1
gems1_huas_data::trt_loosel6	gems1_huas_data::trt_loosel6	3	Don't know	3
gems1_huas_data::trt_mucus	gems1_huas_data::trt_mucus	0	:::UNDEF:::	
gems1_huas_data::trt_mucus	gems1_huas_data::trt_mucus	1	No	2
gems1_huas_data::trt_mucus	gems1_huas_data::trt_mucus	2	Yes	1
gems1_huas_data::trt_mucus	gems1_huas_data::trt_mucus	3	Don't know	3
gems1_huas_data::trt_rice	gems1_huas_data::trt_rice	0	:::UNDEF:::	
gems1_huas_data::trt_rice	gems1_huas_data::trt_rice	1	No	2
gems1_huas_data::trt_rice	gems1_huas_data::trt_rice	2	Yes	1
gems1_huas_data::trt_rice	gems1_huas_data::trt_rice	3	Don't know	3
gems1_huas_data::trt_sunkeyes	gems1_huas_data::trt_sunkeyes	0	:::UNDEF:::	
gems1_huas_data::trt_sunkeyes	gems1_huas_data::trt_sunkeyes	1	No	2
gems1_huas_data::trt_sunkeyes	gems1_huas_data::trt_sunkeyes	2	Yes	1
gems1_huas_data::trt_sunkeyes	gems1_huas_data::trt_sunkeyes	3	Don't know	3
gems1_huas_data::trt_vomit	gems1_huas_data::trt_vomit	0	:::UNDEF:::	
gems1_huas_data::trt_vomit	gems1_huas_data::trt_vomit	1	No	2
gems1_huas_data::trt_vomit	gems1_huas_data::trt_vomit	2	Yes	1
gems1_huas_data::trt_vomit	gems1_huas_data::trt_vomit	3	Don't know	3
gems1_huas_data::trt_wrnkskin	gems1_huas_data::trt_wrnkskin	0	:::UNDEF:::	
gems1_huas_data::trt_wrnkskin	gems1_huas_data::trt_wrnkskin	1	No	2
gems1_huas_data::trt_wrnkskin	gems1_huas_data::trt_wrnkskin	2	Yes	1
gems1_huas_data::trt_wrnkskin	gems1_huas_data::trt_wrnkskin	3	Don't know	3
gems1_huas_data::trtworks_blood	gems1_huas_data::trtworks_blood	1	No 	2
gems1_huas_data::trtworks_blood	gems1_huas_data::trtworks_blood	2	Yes	1
gems1_huas_data::trtworks_blood	gems1_huas_data::trtworks_blood	3	Don't know	3
gems1_huas_data::trtworks_loose	gems1_huas_data::trtworks_loose	1	No 	2
gems1_huas_data::trtworks_loose	gems1_huas_data::trtworks_loose	2	Yes	1
gems1_huas_data::trtworks_loose	gems1_huas_data::trtworks_loose	3	Don't know	3
gems1_huas_data::trtworks_rice	gems1_huas_data::trtworks_rice	1	No 	2
gems1_huas_data::trtworks_rice	gems1_huas_data::trtworks_rice	2	Yes	1
gems1_huas_data::trtworks_rice	gems1_huas_data::trtworks_rice	3	Don't know	3
gems1_huas_data::usevac_blood	gems1_huas_data::usevac_blood	1	No	2
gems1_huas_data::usevac_blood	gems1_huas_data::usevac_blood	2	Yes	1
gems1_huas_data::usevac_loose	gems1_huas_data::usevac_loose	1	No	2
gems1_huas_data::usevac_loose	gems1_huas_data::usevac_loose	2	Yes	1
gems1_huas_data::usevac_rice	gems1_huas_data::usevac_rice	1	No	2
gems1_huas_data::usevac_rice	gems1_huas_data::usevac_rice	2	Yes	1
gems1_huas_data::vac_imp	gems1_huas_data::vac_imp	1	No	2
gems1_huas_data::vac_imp	gems1_huas_data::vac_imp	2	Yes	1
gems1_huas_lite_data_kenya::vomit	gems1_huas_lite_data_kenya::vomit	0	:::UNDEF:::	
gems1_huas_lite_data_kenya::vomit	gems1_huas_lite_data_kenya::vomit	1	No	2
gems1_huas_lite_data_kenya::vomit	gems1_huas_lite_data_kenya::vomit	2	Yes	1
gems1_huas_lite_data_6_sites::vomit	gems1_huas_lite_data_6_sites::vomit	0	No	2
gems1_huas_lite_data_6_sites::vomit	gems1_huas_lite_data_6_sites::vomit	1	Yes	1
gems1_huas_lite_data_kenya::vomit_days	gems1_huas_lite_data_kenya::vomit_days	0	:::UNDEF:::	
gems1_huas_lite_data_kenya::vomit_days	gems1_huas_lite_data_kenya::vomit_days	1	1-2 days	1
gems1_huas_lite_data_kenya::vomit_days	gems1_huas_lite_data_kenya::vomit_days	2	3-5 days	2
gems1_huas_lite_data_kenya::vomit_days	gems1_huas_lite_data_kenya::vomit_days	3	More than 5 days	3
gems1_huas_lite_data_6_sites::vomit_days	gems1_huas_lite_data_6_sites::vomit_days	0	:::UNDEF:::	
gems1_huas_lite_data_6_sites::vomit_days	gems1_huas_lite_data_6_sites::vomit_days	1	1-2 days	1
gems1_huas_lite_data_6_sites::vomit_days	gems1_huas_lite_data_6_sites::vomit_days	2	3-5 days	2
gems1_huas_lite_data_6_sites::vomit_days	gems1_huas_lite_data_6_sites::vomit_days	3	More than 5 days	3
gems1_huas_lite_data_kenya::vomit_times	gems1_huas_lite_data_kenya::vomit_times	0	:::UNDEF:::	
gems1_huas_lite_data_kenya::vomit_times	gems1_huas_lite_data_kenya::vomit_times	1	1-2 times	1
gems1_huas_lite_data_kenya::vomit_times	gems1_huas_lite_data_kenya::vomit_times	2	3-5 times	2
gems1_huas_lite_data_kenya::vomit_times	gems1_huas_lite_data_kenya::vomit_times	3	More than 5 times	3
gems1_huas_lite_data_6_sites::vomit_times	gems1_huas_lite_data_6_sites::vomit_times	0	:::UNDEF:::	
gems1_huas_lite_data_6_sites::vomit_times	gems1_huas_lite_data_6_sites::vomit_times	1	1-2 times	1
gems1_huas_lite_data_6_sites::vomit_times	gems1_huas_lite_data_6_sites::vomit_times	2	3-5 times	2
gems1_huas_lite_data_6_sites::vomit_times	gems1_huas_lite_data_6_sites::vomit_times	3	More than 5 times	3
gems1_huas_data::who_decid	gems1_huas_data::who_decid	1	Mother	1
gems1_huas_data::who_decid	gems1_huas_data::who_decid	2	Father	2
gems1_huas_data::who_decid	gems1_huas_data::who_decid	3	Sister	3
gems1_huas_data::who_decid	gems1_huas_data::who_decid	4	Brother	4
gems1_huas_data::who_decid	gems1_huas_data::who_decid	5	Grandmother	5
gems1_huas_data::who_decid	gems1_huas_data::who_decid	6	Grandfather	6
gems1_huas_data::who_decid	gems1_huas_data::who_decid	7	Aunt	7
gems1_huas_data::who_decid	gems1_huas_data::who_decid	8	Uncle	8
gems1_huas_data::who_decid	gems1_huas_data::who_decid	9	No relation	9
gems1_huas_data::who_decid	gems1_huas_data::who_decid	10	Other relation by blood or marriage	10
gems1_huas_lite_data_kenya::seekcare	gems1_huas_lite_data_kenya::seekcare	0	:::UNDEF:::	
gems1_huas_lite_data_kenya::seekcare	gems1_huas_lite_data_kenya::seekcare	1	No	2
gems1_huas_lite_data_kenya::seekcare	gems1_huas_lite_data_kenya::seekcare	2	Yes	1
gems1_huas_data::seekcare	gems1_huas_data::seekcare	0	:::UNDEF:::	
gems1_huas_data::seekcare	gems1_huas_data::seekcare	1	No	2
gems1_huas_data::seekcare	gems1_huas_data::seekcare	2	Yes	1
gems1_huas_lite_data_6_sites::seekcare	gems1_huas_lite_data_6_sites::seekcare	0	No	2
gems1_huas_lite_data_6_sites::seekcare	gems1_huas_lite_data_6_sites::seekcare	1	Yes	1
gems1_huas_data::brth_yr	gems1_huas_data::brth_yr	3	2003	1
gems1_huas_data::brth_yr	gems1_huas_data::brth_yr	5	2005	2
gems1_huas_data::brth_yr	gems1_huas_data::brth_yr	6	2006	3
